city_name,latitude,longitude,forecast_date,temperature_max,temperature_min,precipitation,precipitation_probability,wind_speed,wind_gusts,weather_code
Moulay Abdallah,33.1978,-8.5883,2026-09-15,28.7,21.7,0.0,0,20.6,32.4,45
Moulay Abdallah,33.1978,-8.5883,2026-09-16,25.9,21.1,0.0,0,21.2,33.5,2
Moulay Abdallah,33.1978,-8.5883,2026-09-17,26.5,19.6,0.0,0,18.9,29.5,3
Moulay Abdallah,33.1978,-8.5883,2026-09-18,26.5,20.3,0.0,0,21.0,34.9,3
Moulay Abdallah,33.1978,-8.5883,2026-09-19,27.3,20.5,0.0,0,19.6,31.7,2
Moulay Abdallah,33.1978,-8.5883,2026-09-20,30.2,21.1,0.0,0,16.5,31.3,2
Moulay Abdallah,33.1978,-8.5883,2026-09-21,26.7,20.2,0.0,0,15.9,30.6,45
Tiflet,33.9,-6.33,2026-09-15,33.6,22.2,0.0,0,18.4,37.4,0
Tiflet,33.9,-6.33,2026-09-16,29.2,19.0,0.0,0,19.8,40.0,2
Tiflet,33.9,-6.33,2026-09-17,28.4,16.1,0.0,0,15.3,31.7,45
Tiflet,33.9,-6.33,2026-09-18,30.3,15.8,0.0,5,15.1,35.3,3
Tiflet,33.9,-6.33,2026-09-19,34.6,18.1,0.0,3,11.6,24.5,2
Tiflet,33.9,-6.33,2026-09-20,37.5,21.6,0.0,0,14.8,31.3,2
Tiflet,33.9,-6.33,2026-09-21,35.9,20.5,0.0,0,16.1,32.4,0
Oulad Teïma,30.4,-9.21,2026-09-15,40.9,26.0,0.0,3,25.3,47.9,3
Oulad Teïma,30.4,-9.21,2026-09-16,35.4,21.9,0.0,0,21.2,40.3,2
Oulad Teïma,30.4,-9.21,2026-09-17,29.8,20.2,0.0,0,27.2,51.1,3
Oulad Teïma,30.4,-9.21,2026-09-18,29.9,19.3,0.0,0,22.5,43.6,1
Oulad Teïma,30.4,-9.21,2026-09-19,31.4,20.0,0.0,3,26.2,49.7,2
Oulad Teïma,30.4,-9.21,2026-09-20,28.1,20.4,0.0,2,27.7,49.3,2
Oulad Teïma,30.4,-9.21,2026-09-21,32.7,19.7,0.0,0,22.6,41.4,45
Berkane,34.9167,-2.3167,2026-09-15,27.2,17.8,0.0,0,12.8,27.4,2
Berkane,34.9167,-2.3167,2026-09-16,31.7,17.5,0.0,0,13.9,34.2,1
Berkane,34.9167,-2.3167,2026-09-17,26.0,18.5,0.0,3,14.3,30.6,3
Berkane,34.9167,-2.3167,2026-09-18,26.2,19.4,0.0,8,16.0,34.2,3
Berkane,34.9167,-2.3167,2026-09-19,26.5,18.6,0.0,13,23.7,47.5,45
Berkane,34.9167,-2.3167,2026-09-20,26.2,19.5,0.0,8,16.6,31.3,45
Berkane,34.9167,-2.3167,2026-09-21,26.4,18.8,0.0,5,13.9,27.4,45
Ain El Aouda,33.8111,-6.7922,2026-09-15,31.7,20.0,0.0,0,17.8,35.3,0
Ain El Aouda,33.8111,-6.7922,2026-09-16,27.4,18.6,0.0,0,20.0,40.0,2
Ain El Aouda,33.8111,-6.7922,2026-09-17,27.4,16.7,0.0,0,16.5,32.4,3
Ain El Aouda,33.8111,-6.7922,2026-09-18,28.8,14.6,0.0,3,15.0,31.7,45
Ain El Aouda,33.8111,-6.7922,2026-09-19,32.6,15.3,0.0,2,15.1,32.4,45
Ain El Aouda,33.8111,-6.7922,2026-09-20,38.3,19.4,0.0,3,15.6,29.9,1
Ain El Aouda,33.8111,-6.7922,2026-09-21,33.3,19.5,0.0,0,16.1,31.0,0
Errachidia,31.9319,-4.4244,2026-09-15,34.8,24.3,0.1,23,29.2,56.9,3
Errachidia,31.9319,-4.4244,2026-09-16,32.8,21.4,0.0,3,20.9,41.0,3
Errachidia,31.9319,-4.4244,2026-09-17,31.3,21.6,0.6,30,15.6,32.0,80
Errachidia,31.9319,-4.4244,2026-09-18,31.8,20.8,0.0,30,20.6,40.3,3
Errachidia,31.9319,-4.4244,2026-09-19,31.5,22.4,0.0,29,15.8,29.9,3
Errachidia,31.9319,-4.4244,2026-09-20,33.1,22.1,0.3,14,25.4,43.6,3
Errachidia,31.9319,-4.4244,2026-09-21,30.6,21.0,0.9,15,13.1,28.8,3
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-15,39.2,22.6,0.0,3,19.1,36.7,2
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-16,35.2,19.2,0.0,0,17.7,34.6,0
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-17,32.4,16.4,0.0,3,13.7,25.9,3
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-18,33.7,17.0,0.0,10,11.2,22.7,2
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-19,37.7,19.9,0.0,5,11.1,22.3,3
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-20,40.1,24.2,0.3,1,11.0,19.4,3
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-21,38.2,22.0,1.2,3,13.7,24.5,80
Ad Darwa,33.4167,-7.5333,2026-09-15,33.3,21.0,0.0,0,17.0,33.1,2
Ad Darwa,33.4167,-7.5333,2026-09-16,27.7,19.4,0.0,0,17.2,33.8,45
Ad Darwa,33.4167,-7.5333,2026-09-17,27.4,18.8,0.0,0,16.3,31.7,3
Ad Darwa,33.4167,-7.5333,2026-09-18,28.6,17.0,0.0,3,17.4,33.8,3
Ad Darwa,33.4167,-7.5333,2026-09-19,31.0,18.0,0.0,0,15.1,29.9,45
Ad Darwa,33.4167,-7.5333,2026-09-20,36.3,21.3,0.0,0,18.4,35.3,2
Ad Darwa,33.4167,-7.5333,2026-09-21,33.7,20.5,0.0,0,19.0,35.6,2
Martil,35.61,-5.27,2026-09-15,26.7,21.7,0.0,0,10.0,24.5,2
Martil,35.61,-5.27,2026-09-16,32.7,21.2,0.0,0,29.0,65.5,1
Martil,35.61,-5.27,2026-09-17,25.5,17.0,0.0,0,14.7,33.1,3
Martil,35.61,-5.27,2026-09-18,25.0,20.7,0.0,5,16.3,36.0,3
Martil,35.61,-5.27,2026-09-19,24.8,22.1,1.2,29,26.0,57.6,2
Martil,35.61,-5.27,2026-09-20,24.5,22.6,0.15,17,38.8,68.0,80
Martil,35.61,-5.27,2026-09-21,24.7,22.3,0.0,0,34.7,63.0,3
Sidi Slimane,34.26,-5.93,2026-09-15,34.9,21.0,0.0,0,18.6,39.2,0
Sidi Slimane,34.26,-5.93,2026-09-16,31.1,20.3,0.0,0,20.5,43.6,2
Sidi Slimane,34.26,-5.93,2026-09-17,30.1,18.9,0.0,0,15.5,33.1,3
Sidi Slimane,34.26,-5.93,2026-09-18,32.4,15.8,0.0,10,15.0,37.1,45
Sidi Slimane,34.26,-5.93,2026-09-19,37.0,18.7,0.0,0,16.2,36.0,1
Sidi Slimane,34.26,-5.93,2026-09-20,37.9,23.3,0.0,0,24.2,46.1,0
Sidi Slimane,34.26,-5.93,2026-09-21,36.9,23.3,0.0,0,19.9,36.7,1
Oued Zem,32.8619,-6.5711,2026-09-15,35.3,22.9,0.0,0,22.3,45.0,3
Oued Zem,32.8619,-6.5711,2026-09-16,31.7,18.1,0.0,0,17.1,34.9,1
Oued Zem,32.8619,-6.5711,2026-09-17,30.4,15.7,0.0,3,19.5,38.9,2
Oued Zem,32.8619,-6.5711,2026-09-18,30.3,16.3,0.0,10,16.1,34.9,2
Oued Zem,32.8619,-6.5711,2026-09-19,34.5,17.8,0.0,6,13.0,29.9,3
Oued Zem,32.8619,-6.5711,2026-09-20,36.2,23.6,0.0,3,19.7,37.4,2
Oued Zem,32.8619,-6.5711,2026-09-21,35.1,22.2,0.0,5,20.0,38.9,2
Sefrou,33.83,-4.83,2026-09-15,32.4,23.6,0.0,0,17.6,38.5,2
Sefrou,33.83,-4.83,2026-09-16,29.1,19.2,0.0,0,17.6,38.9,2
Sefrou,33.83,-4.83,2026-09-17,26.5,17.5,0.0,10,16.3,35.6,3
Sefrou,33.83,-4.83,2026-09-18,27.6,17.2,0.0,13,15.0,32.8,3
Sefrou,33.83,-4.83,2026-09-19,30.5,19.5,0.0,3,19.2,41.4,1
Sefrou,33.83,-4.83,2026-09-20,31.5,19.0,0.0,8,20.7,39.6,2
Sefrou,33.83,-4.83,2026-09-21,31.2,16.5,0.0,14,14.8,29.2,0
Taroudannt,30.4711,-8.8778,2026-09-15,41.1,27.7,0.0,10,25.8,50.0,3
Taroudannt,30.4711,-8.8778,2026-09-16,37.1,24.2,0.0,0,22.4,45.4,2
Taroudannt,30.4711,-8.8778,2026-09-17,30.6,19.4,0.0,0,25.8,51.1,3
Taroudannt,30.4711,-8.8778,2026-09-18,31.5,18.9,0.0,5,20.8,43.2,3
Taroudannt,30.4711,-8.8778,2026-09-19,35.2,21.8,0.0,3,23.3,47.9,2
Taroudannt,30.4711,-8.8778,2026-09-20,31.3,22.9,0.0,2,25.6,46.4,2
Taroudannt,30.4711,-8.8778,2026-09-21,36.7,20.7,0.0,0,24.8,47.5,1
Essaouira,31.513,-9.7687,2026-09-15,27.9,22.7,0.0,3,27.2,51.1,3
Essaouira,31.513,-9.7687,2026-09-16,25.9,20.2,0.0,0,37.0,68.4,1
Essaouira,31.513,-9.7687,2026-09-17,24.3,19.2,0.0,0,29.2,53.6,2
Essaouira,31.513,-9.7687,2026-09-18,24.7,19.1,0.0,0,29.2,53.3,1
Essaouira,31.513,-9.7687,2026-09-19,25.0,18.8,0.0,0,24.8,45.0,2
Essaouira,31.513,-9.7687,2026-09-20,27.2,19.8,0.0,0,16.1,30.2,2
Essaouira,31.513,-9.7687,2026-09-21,27.4,19.4,0.0,0,11.5,22.0,45
Azrou,33.4344,-5.2213,2026-09-15,29.7,17.6,0.0,0,19.8,42.5,2
Azrou,33.4344,-5.2213,2026-09-16,26.1,14.2,0.0,0,16.2,40.7,1
Azrou,33.4344,-5.2213,2026-09-17,25.9,15.1,0.0,23,17.2,37.4,3
Azrou,33.4344,-5.2213,2026-09-18,25.4,14.2,0.0,33,12.7,29.9,3
Azrou,33.4344,-5.2213,2026-09-19,28.4,16.7,0.0,10,13.4,33.8,3
Azrou,33.4344,-5.2213,2026-09-20,29.5,19.7,0.0,9,23.4,54.4,3
Azrou,33.4344,-5.2213,2026-09-21,29.0,19.6,0.0,10,25.6,61.9,1
Guercif,34.23,-3.36,2026-09-15,33.5,18.9,0.0,0,23.7,43.6,3
Guercif,34.23,-3.36,2026-09-16,34.5,19.3,0.0,3,25.7,45.7,1
Guercif,34.23,-3.36,2026-09-17,30.5,20.1,0.0,9,27.7,52.2,3
Guercif,34.23,-3.36,2026-09-18,29.9,20.0,0.0,10,28.0,50.8,3
Guercif,34.23,-3.36,2026-09-19,30.2,20.0,0.0,13,33.2,67.3,3
Guercif,34.23,-3.36,2026-09-20,29.4,20.7,0.0,5,32.2,56.5,3
Guercif,34.23,-3.36,2026-09-21,29.5,20.6,0.0,3,31.0,52.2,3
Warzat,30.9167,-6.9167,2026-09-15,32.2,21.9,0.0,8,21.4,40.0,3
Warzat,30.9167,-6.9167,2026-09-16,33.3,18.0,0.0,3,23.1,40.3,1
Warzat,30.9167,-6.9167,2026-09-17,32.1,19.2,0.6,25,14.0,26.6,80
Warzat,30.9167,-6.9167,2026-09-18,31.8,18.6,0.0,23,18.4,34.2,2
Warzat,30.9167,-6.9167,2026-09-19,32.4,20.5,0.0,18,8.3,17.3,2
Warzat,30.9167,-6.9167,2026-09-20,33.8,22.9,0.0,9,25.0,46.4,3
Warzat,30.9167,-6.9167,2026-09-21,31.4,20.5,0.6,5,17.7,34.6,80
Fnidq,35.8414,-5.3587,2026-09-15,27.6,21.3,0.0,0,11.3,22.3,2
Fnidq,35.8414,-5.3587,2026-09-16,30.0,21.3,0.0,0,31.8,60.5,1
Fnidq,35.8414,-5.3587,2026-09-17,26.6,18.0,0.0,0,14.0,28.1,3
Fnidq,35.8414,-5.3587,2026-09-18,24.7,20.7,0.0,5,16.7,32.8,3
Fnidq,35.8414,-5.3587,2026-09-19,24.7,22.0,1.2,29,28.6,54.4,80
Fnidq,35.8414,-5.3587,2026-09-20,24.4,22.5,0.6,17,38.8,68.0,80
Fnidq,35.8414,-5.3587,2026-09-21,24.6,22.3,0.0,0,34.7,63.0,3
Tan-Tan,28.4333,-11.1,2026-09-15,37.0,23.4,0.0,0,19.7,37.8,0
Tan-Tan,28.4333,-11.1,2026-09-16,31.0,20.6,0.0,0,24.6,45.7,0
Tan-Tan,28.4333,-11.1,2026-09-17,25.9,20.3,0.2,0,32.1,56.5,51
Tan-Tan,28.4333,-11.1,2026-09-18,25.7,19.5,0.0,0,26.3,47.9,1
Tan-Tan,28.4333,-11.1,2026-09-19,26.1,19.6,0.0,0,19.6,38.9,3
Tan-Tan,28.4333,-11.1,2026-09-20,30.3,17.8,0.0,2,16.2,33.8,3
Tan-Tan,28.4333,-11.1,2026-09-21,33.4,17.7,0.0,4,20.1,43.9,1
Sidi Qacem,34.21,-5.7,2026-09-15,34.8,21.8,0.0,0,19.7,40.7,0
Sidi Qacem,34.21,-5.7,2026-09-16,31.5,20.6,0.0,0,19.6,41.8,2
Sidi Qacem,34.21,-5.7,2026-09-17,30.1,18.5,0.0,0,14.5,31.3,3
Sidi Qacem,34.21,-5.7,2026-09-18,32.3,17.2,0.0,8,16.8,36.0,3
Sidi Qacem,34.21,-5.7,2026-09-19,36.2,19.9,0.0,3,19.8,41.4,1
Sidi Qacem,34.21,-5.7,2026-09-20,37.0,24.5,0.0,0,22.5,46.8,1
Sidi Qacem,34.21,-5.7,2026-09-21,36.3,24.1,0.0,0,17.2,36.4,1
M’diq,35.68,-5.32,2026-09-15,26.6,21.5,0.0,0,10.0,24.5,2
M’diq,35.68,-5.32,2026-09-16,32.6,21.1,0.0,0,29.0,65.5,1
M’diq,35.68,-5.32,2026-09-17,25.3,16.9,0.0,0,14.7,33.1,3
M’diq,35.68,-5.32,2026-09-18,24.8,20.5,0.0,5,16.3,36.0,3
M’diq,35.68,-5.32,2026-09-19,24.6,21.9,1.2,8,26.0,57.6,2
M’diq,35.68,-5.32,2026-09-20,25.6,22.4,0.15,0,40.4,84.2,80
M’diq,35.68,-5.32,2026-09-21,25.7,22.1,0.0,0,36.8,76.3,2
Youssoufia,32.25,-8.53,2026-09-15,37.4,24.6,0.0,3,24.1,49.7,3
Youssoufia,32.25,-8.53,2026-09-16,31.4,19.7,0.0,0,20.6,41.8,1
Youssoufia,32.25,-8.53,2026-09-17,28.7,17.1,0.0,0,18.2,38.2,3
Youssoufia,32.25,-8.53,2026-09-18,30.9,16.9,0.0,3,18.2,37.4,45
Youssoufia,32.25,-8.53,2026-09-19,34.4,16.6,0.0,3,15.5,32.4,45
Youssoufia,32.25,-8.53,2026-09-20,39.0,22.9,0.0,0,19.1,48.2,2
Youssoufia,32.25,-8.53,2026-09-21,32.6,21.6,0.0,0,19.6,36.0,2
Midalt,32.68,-4.74,2026-09-15,30.0,18.2,0.0,8,23.4,41.8,3
Midalt,32.68,-4.74,2026-09-16,27.0,17.0,0.0,0,21.4,38.5,2
Midalt,32.68,-4.74,2026-09-17,26.9,14.4,1.3,38,16.1,31.7,80
Midalt,32.68,-4.74,2026-09-18,26.6,13.6,0.0,18,22.1,35.6,3
Midalt,32.68,-4.74,2026-09-19,25.8,14.3,0.0,14,26.3,43.9,3
Midalt,32.68,-4.74,2026-09-20,29.0,15.5,0.6,9,16.8,29.2,3
Midalt,32.68,-4.74,2026-09-21,29.5,16.9,0.0,14,27.2,47.5,3
Aïn Harrouda,33.6372,-7.4483,2026-09-15,29.2,21.7,0.0,0,12.1,32.0,45
Aïn Harrouda,33.6372,-7.4483,2026-09-16,26.4,20.6,0.0,0,15.2,37.4,45
Aïn Harrouda,33.6372,-7.4483,2026-09-17,26.3,19.7,0.0,0,13.2,33.8,3
Aïn Harrouda,33.6372,-7.4483,2026-09-18,26.9,17.6,0.0,3,14.6,37.1,3
Aïn Harrouda,33.6372,-7.4483,2026-09-19,27.8,18.4,0.0,0,12.6,33.5,45
Aïn Harrouda,33.6372,-7.4483,2026-09-20,30.4,20.4,0.0,0,11.5,27.4,2
Aïn Harrouda,33.6372,-7.4483,2026-09-21,30.3,20.6,0.0,0,13.8,33.8,2
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-15,39.7,24.6,0.0,3,17.7,32.8,3
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-16,35.4,20.4,0.0,0,15.3,26.6,1
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-17,32.2,17.7,0.0,5,13.8,24.8,3
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-18,33.8,18.3,0.0,5,8.6,17.6,1
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-19,38.2,20.2,0.0,2,10.5,19.8,3
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-20,40.2,24.2,0.3,3,10.7,20.2,2
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-21,38.6,23.8,0.6,3,16.6,29.2,80
Mehdya,34.2557,-6.6745,2026-09-15,27.6,21.0,0.0,0,12.5,28.1,45
Mehdya,34.2557,-6.6745,2026-09-16,26.5,21.0,0.0,0,16.3,36.4,3
Mehdya,34.2557,-6.6745,2026-09-17,26.3,19.3,0.0,0,12.1,28.1,3
Mehdya,34.2557,-6.6745,2026-09-18,26.9,17.6,0.0,5,13.3,29.9,45
Mehdya,34.2557,-6.6745,2026-09-19,32.0,17.7,0.0,0,16.1,35.3,45
Mehdya,34.2557,-6.6745,2026-09-20,36.7,22.5,0.0,0,17.3,40.3,1
Mehdya,34.2557,-6.6745,2026-09-21,33.1,22.1,0.0,0,14.3,33.1,0
Ouezzane,34.8,-5.6,2026-09-15,35.3,19.8,0.0,0,21.7,44.6,1
Ouezzane,34.8,-5.6,2026-09-16,30.4,17.3,0.0,0,17.6,34.6,3
Ouezzane,34.8,-5.6,2026-09-17,29.8,16.6,0.0,1,21.4,41.8,3
Ouezzane,34.8,-5.6,2026-09-18,31.6,15.6,0.0,8,14.0,32.8,3
Ouezzane,34.8,-5.6,2026-09-19,36.1,17.5,0.0,5,16.6,29.5,1
Ouezzane,34.8,-5.6,2026-09-20,36.7,20.8,0.0,3,20.2,39.6,0
Ouezzane,34.8,-5.6,2026-09-21,35.8,21.4,0.0,3,16.4,33.1,2
Semara,26.7394,-11.6703,2026-09-15,40.9,26.8,0.0,1,31.5,50.4,0
Semara,26.7394,-11.6703,2026-09-16,39.4,25.2,0.0,0,32.0,55.1,0
Semara,26.7394,-11.6703,2026-09-17,31.0,20.3,0.0,0,29.3,50.4,3
Semara,26.7394,-11.6703,2026-09-18,30.2,19.3,0.0,0,25.9,46.1,3
Semara,26.7394,-11.6703,2026-09-19,32.5,18.4,0.0,0,20.8,37.4,3
Semara,26.7394,-11.6703,2026-09-20,37.5,18.1,0.0,2,24.0,38.9,1
Semara,26.7394,-11.6703,2026-09-21,41.3,22.6,0.0,25,16.9,44.6,3
Ait Ourir,31.5644,-7.6628,2026-09-15,35.4,24.7,0.0,3,17.0,31.3,3
Ait Ourir,31.5644,-7.6628,2026-09-16,32.7,19.9,0.0,0,14.9,28.1,1
Ait Ourir,31.5644,-7.6628,2026-09-17,28.9,17.7,0.0,8,10.0,20.2,3
Ait Ourir,31.5644,-7.6628,2026-09-18,30.3,17.5,0.0,10,10.2,21.6,1
Ait Ourir,31.5644,-7.6628,2026-09-19,34.8,19.2,0.0,10,12.2,24.5,2
Ait Ourir,31.5644,-7.6628,2026-09-20,37.0,22.7,0.3,4,10.2,19.8,3
Ait Ourir,31.5644,-7.6628,2026-09-21,33.9,21.8,1.8,5,9.9,28.8,80
Oulad Tayeb,33.9598,-4.9954,2026-09-15,34.2,23.6,0.0,0,16.9,32.8,2
Oulad Tayeb,33.9598,-4.9954,2026-09-16,30.9,21.0,0.0,0,16.7,31.7,1
Oulad Tayeb,33.9598,-4.9954,2026-09-17,29.2,18.4,0.0,5,13.3,26.3,45
Oulad Tayeb,33.9598,-4.9954,2026-09-18,30.7,18.4,0.0,5,10.9,23.4,3
Oulad Tayeb,33.9598,-4.9954,2026-09-19,33.4,19.7,0.0,0,17.7,37.1,1
Oulad Tayeb,33.9598,-4.9954,2026-09-20,33.2,21.0,0.0,0,20.0,48.6,1
Oulad Tayeb,33.9598,-4.9954,2026-09-21,33.1,20.8,0.0,0,14.4,37.4,0
Tit Mellil,33.5533,-7.4822,2026-09-15,29.9,21.5,0.0,0,13.0,34.2,45
Tit Mellil,33.5533,-7.4822,2026-09-16,26.3,20.2,0.0,0,14.9,38.2,45
Tit Mellil,33.5533,-7.4822,2026-09-17,26.1,19.0,0.0,0,13.4,35.3,3
Tit Mellil,33.5533,-7.4822,2026-09-18,27.0,17.5,0.0,3,15.0,38.5,3
Tit Mellil,33.5533,-7.4822,2026-09-19,28.1,18.7,0.0,0,13.0,34.6,45
Tit Mellil,33.5533,-7.4822,2026-09-20,31.1,20.8,0.0,0,11.6,29.9,2
Tit Mellil,33.5533,-7.4822,2026-09-21,29.7,20.9,0.0,0,13.6,36.0,2
Sidi Bennour,32.655,-8.4292,2026-09-15,37.2,21.1,0.0,3,26.1,45.4,3
Sidi Bennour,32.655,-8.4292,2026-09-16,30.2,18.5,0.0,0,22.7,39.2,2
Sidi Bennour,32.655,-8.4292,2026-09-17,28.6,17.5,0.0,0,20.2,35.3,3
Sidi Bennour,32.655,-8.4292,2026-09-18,30.6,17.5,0.0,0,22.0,39.2,45
Sidi Bennour,32.655,-8.4292,2026-09-19,34.0,16.5,0.0,0,18.0,32.4,45
Sidi Bennour,32.655,-8.4292,2026-09-20,38.7,20.3,0.0,0,18.4,36.0,2
Sidi Bennour,32.655,-8.4292,2026-09-21,32.7,19.6,0.0,3,17.6,33.5,45
Temsia,30.3633,-9.4144,2026-09-15,38.9,26.1,0.0,3,19.1,40.7,3
Temsia,30.3633,-9.4144,2026-09-16,31.9,22.3,0.0,0,17.1,37.4,2
Temsia,30.3633,-9.4144,2026-09-17,28.2,21.1,0.0,0,22.8,47.2,3
Temsia,30.3633,-9.4144,2026-09-18,28.2,20.2,0.0,0,20.9,43.9,1
Temsia,30.3633,-9.4144,2026-09-19,28.4,20.5,0.0,3,22.5,47.2,45
Temsia,30.3633,-9.4144,2026-09-20,28.6,20.9,0.0,0,27.7,49.3,1
Temsia,30.3633,-9.4144,2026-09-21,33.2,20.2,0.0,0,22.6,41.4,45
Biougra,30.2144,-9.3708,2026-09-15,38.6,26.6,0.0,3,22.9,40.3,2
Biougra,30.2144,-9.3708,2026-09-16,33.7,23.1,0.0,0,29.4,49.0,1
Biougra,30.2144,-9.3708,2026-09-17,27.9,21.1,0.0,0,32.9,54.7,3
Biougra,30.2144,-9.3708,2026-09-18,28.3,20.2,0.0,0,23.1,39.6,2
Biougra,30.2144,-9.3708,2026-09-19,28.6,20.4,0.0,3,22.1,36.0,2
Biougra,30.2144,-9.3708,2026-09-20,27.3,20.5,0.0,0,25.5,43.9,1
Biougra,30.2144,-9.3708,2026-09-21,30.7,19.9,0.0,0,19.8,35.3,45
Al Hoceïma,35.2472,-3.9322,2026-09-15,26.4,20.2,0.0,0,11.3,20.2,45
Al Hoceïma,35.2472,-3.9322,2026-09-16,28.7,19.9,0.0,0,13.0,25.2,3
Al Hoceïma,35.2472,-3.9322,2026-09-17,25.8,20.0,0.0,3,16.7,30.2,3
Al Hoceïma,35.2472,-3.9322,2026-09-18,26.0,18.9,0.0,12,15.4,32.0,45
Al Hoceïma,35.2472,-3.9322,2026-09-19,27.7,18.9,0.0,15,26.5,47.5,2
Al Hoceïma,35.2472,-3.9322,2026-09-20,27.3,22.0,0.0,5,33.7,60.5,2
Al Hoceïma,35.2472,-3.9322,2026-09-21,26.1,21.8,0.0,0,30.0,57.6,3
Qasbat Tadla,32.6,-6.26,2026-09-15,38.8,22.9,0.0,3,19.5,35.6,2
Qasbat Tadla,32.6,-6.26,2026-09-16,34.3,18.7,0.0,0,14.6,27.7,0
Qasbat Tadla,32.6,-6.26,2026-09-17,32.3,17.5,0.0,3,11.9,22.7,3
Qasbat Tadla,32.6,-6.26,2026-09-18,33.4,17.2,0.0,8,14.4,25.6,2
Qasbat Tadla,32.6,-6.26,2026-09-19,37.3,20.6,0.0,1,10.2,19.4,3
Qasbat Tadla,32.6,-6.26,2026-09-20,39.4,24.8,0.0,3,21.4,37.8,2
Qasbat Tadla,32.6,-6.26,2026-09-21,37.5,19.9,0.6,9,7.9,20.5,80
Aziylal,31.96,-6.56,2026-09-15,30.4,19.7,0.1,5,22.9,49.3,3
Aziylal,31.96,-6.56,2026-09-16,26.6,16.0,0.0,0,18.8,39.2,0
Aziylal,31.96,-6.56,2026-09-17,25.3,14.8,0.0,23,15.3,32.0,3
Aziylal,31.96,-6.56,2026-09-18,25.9,15.0,0.0,18,17.3,37.8,3
Aziylal,31.96,-6.56,2026-09-19,28.9,17.6,0.0,23,16.4,34.9,3
Aziylal,31.96,-6.56,2026-09-20,30.8,20.3,0.0,6,18.0,34.2,3
Aziylal,31.96,-6.56,2026-09-21,29.2,19.4,1.8,12,16.0,33.1,80
Boujad,32.7741,-6.3925,2026-09-15,36.8,23.7,0.0,3,21.2,38.5,3
Boujad,32.7741,-6.3925,2026-09-16,32.6,18.5,0.0,0,16.7,31.3,1
Boujad,32.7741,-6.3925,2026-09-17,30.9,16.9,0.0,3,17.7,33.1,3
Boujad,32.7741,-6.3925,2026-09-18,31.7,16.9,0.0,10,16.4,31.3,3
Boujad,32.7741,-6.3925,2026-09-19,35.4,20.1,0.0,4,15.5,27.4,3
Boujad,32.7741,-6.3925,2026-09-20,36.9,24.7,0.0,0,19.2,42.5,2
Boujad,32.7741,-6.3925,2026-09-21,35.4,22.8,0.6,5,14.3,34.6,3
Al Aaroui,35.0104,-3.0073,2026-09-15,29.1,18.2,0.0,0,16.9,29.2,45
Al Aaroui,35.0104,-3.0073,2026-09-16,32.9,18.0,0.0,0,15.9,27.4,3
Al Aaroui,35.0104,-3.0073,2026-09-17,26.7,17.3,0.0,1,18.9,33.5,3
Al Aaroui,35.0104,-3.0073,2026-09-18,26.2,20.6,0.0,8,21.6,37.4,3
Al Aaroui,35.0104,-3.0073,2026-09-19,26.1,20.5,0.0,18,29.4,51.5,45
Al Aaroui,35.0104,-3.0073,2026-09-20,26.9,20.6,0.0,10,29.6,54.4,3
Al Aaroui,35.0104,-3.0073,2026-09-21,26.6,20.7,0.0,8,25.7,46.4,3
Mrirt,33.1654,-5.5634,2026-09-15,33.6,19.7,0.0,0,20.3,40.7,3
Mrirt,33.1654,-5.5634,2026-09-16,30.0,14.7,0.0,0,18.5,37.1,3
Mrirt,33.1654,-5.5634,2026-09-17,30.3,15.2,0.0,24,19.1,42.5,3
Mrirt,33.1654,-5.5634,2026-09-18,28.8,14.0,0.0,13,17.4,35.3,3
Mrirt,33.1654,-5.5634,2026-09-19,32.1,15.3,0.0,8,16.2,38.9,2
Mrirt,33.1654,-5.5634,2026-09-20,33.3,19.1,0.0,9,19.9,38.2,3
Mrirt,33.1654,-5.5634,2026-09-21,32.8,18.0,0.0,10,23.1,43.9,2
Tineghir,31.5147,-5.5328,2026-09-15,32.1,20.8,0.7,38,42.1,66.6,61
Tineghir,31.5147,-5.5328,2026-09-16,31.4,18.3,0.0,5,32.6,51.5,2
Tineghir,31.5147,-5.5328,2026-09-17,29.4,19.1,0.7,43,14.9,31.3,80
Tineghir,31.5147,-5.5328,2026-09-18,30.7,18.5,0.0,40,19.1,29.2,3
Tineghir,31.5147,-5.5328,2026-09-19,29.8,20.8,0.0,30,16.6,25.2,3
Tineghir,31.5147,-5.5328,2026-09-20,31.6,20.4,0.6,12,17.1,32.4,3
Tineghir,31.5147,-5.5328,2026-09-21,29.1,20.4,0.6,14,15.5,45.4,80
