city_name,latitude,longitude,forecast_date,temperature_max,temperature_min,precipitation,precipitation_probability,wind_speed,wind_gusts,weather_code
Inezgane,30.3658,-9.5381,2026-09-18,24.7,19.0,0.0,0,12.4,34.9,2
Inezgane,30.3658,-9.5381,2026-09-19,24.7,19.8,0.0,0,15.1,40.7,45
Inezgane,30.3658,-9.5381,2026-09-20,25.6,19.6,0.0,0,13.7,39.2,45
Inezgane,30.3658,-9.5381,2026-09-21,30.4,20.3,0.0,0,10.5,28.8,3
Inezgane,30.3658,-9.5381,2026-09-22,30.2,20.9,0.0,0,11.7,35.6,45
Inezgane,30.3658,-9.5381,2026-09-23,35.9,20.2,0.0,0,13.2,28.4,45
Inezgane,30.3658,-9.5381,2026-09-24,34.3,18.5,0.0,0,12.9,26.6,45
Larache,35.1833,-6.15,2026-09-18,27.7,14.4,0.0,0,15.9,29.9,45
Larache,35.1833,-6.15,2026-09-19,35.1,18.6,0.0,0,21.1,37.8,1
Larache,35.1833,-6.15,2026-09-20,34.5,23.0,0.0,0,15.6,28.8,1
Larache,35.1833,-6.15,2026-09-21,33.0,22.5,0.0,0,15.0,27.7,1
Larache,35.1833,-6.15,2026-09-22,31.8,18.8,0.0,0,17.5,32.8,0
Larache,35.1833,-6.15,2026-09-23,31.9,18.1,0.0,0,16.8,26.6,1
Larache,35.1833,-6.15,2026-09-24,30.7,16.3,0.0,0,14.6,26.6,0
Al Khmissat,33.81,-6.06,2026-09-18,30.0,15.4,0.0,0,17.3,36.4,3
Al Khmissat,33.81,-6.06,2026-09-19,35.1,18.4,0.0,0,14.5,30.2,2
Al Khmissat,33.81,-6.06,2026-09-20,36.1,21.2,0.0,0,15.4,31.7,2
Al Khmissat,33.81,-6.06,2026-09-21,35.9,20.8,0.0,0,14.5,30.2,0
Al Khmissat,33.81,-6.06,2026-09-22,34.2,19.6,0.0,0,14.7,32.0,0
Al Khmissat,33.81,-6.06,2026-09-23,34.5,17.7,0.0,0,15.4,33.5,1
Al Khmissat,33.81,-6.06,2026-09-24,35.2,16.3,0.0,0,16.9,34.2,0
Guelmim,28.9833,-10.0667,2026-09-18,28.1,17.2,0.0,0,23.7,41.8,1
Guelmim,28.9833,-10.0667,2026-09-19,30.1,17.6,0.0,0,21.4,38.5,3
Guelmim,28.9833,-10.0667,2026-09-20,36.9,18.7,0.0,0,18.7,33.5,1
Guelmim,28.9833,-10.0667,2026-09-21,39.7,23.4,0.0,0,24.8,42.5,2
Guelmim,28.9833,-10.0667,2026-09-22,39.0,24.4,0.0,0,22.5,41.4,1
Guelmim,28.9833,-10.0667,2026-09-23,38.2,23.9,0.0,2,19.9,36.0,2
Guelmim,28.9833,-10.0667,2026-09-24,38.3,21.4,0.0,0,23.6,42.1,2
Ksar El Kebir,35.0,-5.9,2026-09-18,30.8,15.7,0.0,0,17.8,34.6,45
Ksar El Kebir,35.0,-5.9,2026-09-19,36.0,18.2,0.0,0,12.0,20.5,1
Ksar El Kebir,35.0,-5.9,2026-09-20,36.8,22.5,0.0,0,13.8,25.6,1
Ksar El Kebir,35.0,-5.9,2026-09-21,35.7,22.8,0.0,0,13.4,28.4,1
Ksar El Kebir,35.0,-5.9,2026-09-22,35.1,19.7,0.0,0,12.9,28.1,0
Ksar El Kebir,35.0,-5.9,2026-09-23,35.3,19.3,0.0,0,18.1,33.5,1
Ksar El Kebir,35.0,-5.9,2026-09-24,35.4,20.1,0.0,0,21.1,36.7,0
Khénifra,32.93,-5.66,2026-09-18,32.0,14.8,0.0,0,18.9,36.4,3
Khénifra,32.93,-5.66,2026-09-19,34.3,19.7,0.0,10,23.4,45.0,3
Khénifra,32.93,-5.66,2026-09-20,33.8,20.2,0.0,5,19.3,40.3,3
Khénifra,32.93,-5.66,2026-09-21,34.4,18.7,0.0,5,19.8,43.2,3
Khénifra,32.93,-5.66,2026-09-22,32.5,17.3,0.0,1,14.1,35.3,3
Khénifra,32.93,-5.66,2026-09-23,33.8,17.6,0.0,0,11.5,22.3,2
Khénifra,32.93,-5.66,2026-09-24,34.4,18.6,0.0,0,12.6,34.9,0
Skhirate,33.85,-7.03,2026-09-18,24.1,16.1,0.0,0,15.8,35.3,2
Skhirate,33.85,-7.03,2026-09-19,27.4,17.3,0.0,0,15.5,33.5,3
Skhirate,33.85,-7.03,2026-09-20,27.8,19.5,0.0,0,11.5,27.4,1
Skhirate,33.85,-7.03,2026-09-21,27.6,20.1,0.0,0,12.3,27.7,1
Skhirate,33.85,-7.03,2026-09-22,27.5,19.6,0.0,0,12.1,27.7,1
Skhirate,33.85,-7.03,2026-09-23,26.5,19.5,0.0,0,13.3,25.6,45
Skhirate,33.85,-7.03,2026-09-24,26.0,19.1,0.0,0,9.4,25.2,45
Beni Yakhlef,33.6555,-7.3221,2026-09-18,26.0,15.5,0.0,0,19.2,35.3,3
Beni Yakhlef,33.6555,-7.3221,2026-09-19,29.0,16.7,0.0,0,17.1,31.7,2
Beni Yakhlef,33.6555,-7.3221,2026-09-20,32.3,19.1,0.0,0,16.3,30.2,1
Beni Yakhlef,33.6555,-7.3221,2026-09-21,31.5,20.2,0.0,0,16.5,31.7,1
Beni Yakhlef,33.6555,-7.3221,2026-09-22,31.7,19.2,0.0,0,16.0,29.9,0
Beni Yakhlef,33.6555,-7.3221,2026-09-23,29.9,18.8,0.0,0,16.9,31.0,45
Beni Yakhlef,33.6555,-7.3221,2026-09-24,30.4,17.9,0.0,0,15.8,32.8,45
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-18,27.6,14.9,0.0,0,18.9,38.5,3
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-19,32.6,17.2,0.0,0,17.8,36.4,2
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-20,34.0,20.2,0.0,0,17.7,36.0,1
