city_name,latitude_city,longitude_city,forecast_date,temperature_max,temperature_min,precipitation,precipitation_probability,wind_speed,wind_gusts,weather_code,temperature_category,precipitation_category,wind_category,forecast_day,month,day_of_week
Guelmim,28.9833,-10.0667,2026-09-21,39.7,23.4,0.0,0,24.8,42.5,2,Very High,None,Moderate,21,9,Monday
Guelmim,28.9833,-10.0667,2026-09-22,39.0,24.4,0.0,0,22.5,41.4,1,Very High,None,Moderate,22,9,Tuesday
Guelmim,28.9833,-10.0667,2026-09-23,38.2,23.9,0.0,2,19.9,36.0,2,Very High,None,Low,23,9,Wednesday
Guelmim,28.9833,-10.0667,2026-09-24,38.3,21.4,0.0,0,23.6,42.1,2,Very High,None,Moderate,24,9,Thursday
Ksar El Kebir,35.0,-5.9,2026-09-18,30.8,15.7,0.0,0,17.8,34.6,45,High,None,Low,18,9,Friday
Ksar El Kebir,35.0,-5.9,2026-09-19,36.0,18.2,0.0,0,12.0,20.5,1,Very High,None,Low,19,9,Saturday
Ksar El Kebir,35.0,-5.9,2026-09-20,36.8,22.5,0.0,0,13.8,25.6,1,Very High,None,Low,20,9,Sunday
Ksar El Kebir,35.0,-5.9,2026-09-21,35.7,22.8,0.0,0,13.4,28.4,1,Very High,None,Low,21,9,Monday
Ksar El Kebir,35.0,-5.9,2026-09-22,35.1,19.7,0.0,0,12.9,28.1,0,Very High,None,Low,22,9,Tuesday
Ksar El Kebir,35.0,-5.9,2026-09-23,35.3,19.3,0.0,0,18.1,33.5,1,Very High,None,Low,23,9,Wednesday
Ksar El Kebir,35.0,-5.9,2026-09-24,35.4,20.1,0.0,0,21.1,36.7,0,Very High,None,Moderate,24,9,Thursday
Khénifra,32.93,-5.66,2026-09-18,32.0,14.8,0.0,0,18.9,36.4,3,High,None,Low,18,9,Friday
Khénifra,32.93,-5.66,2026-09-19,34.3,19.7,0.0,10,23.4,45.0,3,High,None,Moderate,19,9,Saturday
Khénifra,32.93,-5.66,2026-09-20,33.8,20.2,0.0,5,19.3,40.3,3,High,None,Low,20,9,Sunday
Khénifra,32.93,-5.66,2026-09-21,34.4,18.7,0.0,5,19.8,43.2,3,High,None,Low,21,9,Monday
Khénifra,32.93,-5.66,2026-09-22,32.5,17.3,0.0,1,14.1,35.3,3,High,None,Low,22,9,Tuesday
Khénifra,32.93,-5.66,2026-09-23,33.8,17.6,0.0,0,11.5,22.3,2,High,None,Low,23,9,Wednesday
Khénifra,32.93,-5.66,2026-09-24,34.4,18.6,0.0,0,12.6,34.9,0,High,None,Low,24,9,Thursday
Skhirate,33.85,-7.03,2026-09-18,24.1,16.1,0.0,0,15.8,35.3,2,Normal,None,Low,18,9,Friday
Skhirate,33.85,-7.03,2026-09-19,27.4,17.3,0.0,0,15.5,33.5,3,Normal,None,Low,19,9,Saturday
Skhirate,33.85,-7.03,2026-09-20,27.8,19.5,0.0,0,11.5,27.4,1,Normal,None,Low,20,9,Sunday
Skhirate,33.85,-7.03,2026-09-21,27.6,20.1,0.0,0,12.3,27.7,1,Normal,None,Low,21,9,Monday
Skhirate,33.85,-7.03,2026-09-22,27.5,19.6,0.0,0,12.1,27.7,1,Normal,None,Low,22,9,Tuesday
Skhirate,33.85,-7.03,2026-09-23,26.5,19.5,0.0,0,13.3,25.6,45,Normal,None,Low,23,9,Wednesday
Skhirate,33.85,-7.03,2026-09-24,26.0,19.1,0.0,0,9.4,25.2,45,Normal,None,Low,24,9,Thursday
Beni Yakhlef,33.6555,-7.3221,2026-09-18,26.0,15.5,0.0,0,19.2,35.3,3,Normal,None,Low,18,9,Friday
Beni Yakhlef,33.6555,-7.3221,2026-09-19,29.0,16.7,0.0,0,17.1,31.7,2,Normal,None,Low,19,9,Saturday
Beni Yakhlef,33.6555,-7.3221,2026-09-20,32.3,19.1,0.0,0,16.3,30.2,1,High,None,Low,20,9,Sunday
Beni Yakhlef,33.6555,-7.3221,2026-09-21,31.5,20.2,0.0,0,16.5,31.7,1,High,None,Low,21,9,Monday
Beni Yakhlef,33.6555,-7.3221,2026-09-22,31.7,19.2,0.0,0,16.0,29.9,0,High,None,Low,22,9,Tuesday
Beni Yakhlef,33.6555,-7.3221,2026-09-23,29.9,18.8,0.0,0,16.9,31.0,45,Normal,None,Low,23,9,Wednesday
Beni Yakhlef,33.6555,-7.3221,2026-09-24,30.4,17.9,0.0,0,15.8,32.8,45,High,None,Low,24,9,Thursday
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-18,27.6,14.9,0.0,0,18.9,38.5,3,Normal,None,Low,18,9,Friday
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-19,32.6,17.2,0.0,0,17.8,36.4,2,High,None,Low,19,9,Saturday
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-20,34.0,20.2,0.0,0,17.7,36.0,1,High,None,Low,20,9,Sunday
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-21,34.2,20.6,0.0,0,18.4,37.8,1,High,None,Low,21,9,Monday
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-22,33.2,20.1,0.0,0,17.6,35.3,1,High,None,Low,22,9,Tuesday
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-23,32.2,17.4,0.0,0,17.2,32.8,1,High,None,Low,23,9,Wednesday
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-24,31.2,17.1,0.0,0,14.7,31.7,0,High,None,Low,24,9,Thursday
Ben Guerir,32.23,-7.95,2026-09-18,30.2,16.2,0.0,0,14.8,29.9,3,High,None,Low,18,9,Friday
Ben Guerir,32.23,-7.95,2026-09-19,34.8,20.0,0.0,0,15.0,30.6,2,High,None,Low,19,9,Saturday
Ben Guerir,32.23,-7.95,2026-09-20,36.0,23.6,0.0,5,16.9,33.8,2,Very High,None,Low,20,9,Sunday
Ben Guerir,32.23,-7.95,2026-09-21,37.0,23.3,0.0,0,20.3,40.0,3,Very High,None,Moderate,21,9,Monday
Ben Guerir,32.23,-7.95,2026-09-22,35.9,21.1,0.0,0,13.5,28.4,0,Very High,None,Low,22,9,Tuesday
Ben Guerir,32.23,-7.95,2026-09-23,35.8,19.8,0.0,0,20.0,35.6,0,Very High,None,Moderate,23,9,Wednesday
Ben Guerir,32.23,-7.95,2026-09-24,34.6,19.1,0.0,0,16.9,39.6,3,High,None,Low,24,9,Thursday
Ait Ali,30.1739,-9.4881,2026-09-18,25.9,19.0,0.0,0,23.3,38.2,3,Normal,None,Moderate,18,9,Friday
Ait Ali,30.1739,-9.4881,2026-09-19,26.5,19.7,0.0,0,21.2,35.3,2,Normal,None,Moderate,19,9,Saturday
Ait Ali,30.1739,-9.4881,2026-09-20,27.1,20.0,0.0,0,19.1,31.3,45,Normal,None,Low,20,9,Sunday
Ait Ali,30.1739,-9.4881,2026-09-21,34.8,21.5,0.0,0,18.6,33.1,3,High,None,Low,21,9,Monday
Ait Ali,30.1739,-9.4881,2026-09-22,32.8,21.8,0.0,0,21.5,37.4,0,High,None,Moderate,22,9,Tuesday
Ait Ali,30.1739,-9.4881,2026-09-23,31.1,20.9,0.0,0,18.8,32.0,0,High,None,Low,23,9,Wednesday
Ait Ali,30.1739,-9.4881,2026-09-24,30.0,18.3,0.0,0,18.6,31.3,45,High,None,Low,24,9,Thursday
My Drarga,30.3805,-9.4763,2026-09-18,25.9,18.9,0.0,0,15.5,34.6,2,Normal,None,Low,18,9,Friday
My Drarga,30.3805,-9.4763,2026-09-19,26.1,19.6,0.0,0,17.6,39.2,45,Normal,None,Low,19,9,Saturday
My Drarga,30.3805,-9.4763,2026-09-20,27.3,19.8,0.0,0,15.0,33.1,45,Normal,None,Low,20,9,Sunday
My Drarga,30.3805,-9.4763,2026-09-21,34.1,21.1,0.0,0,11.8,27.0,3,High,None,Low,21,9,Monday
My Drarga,30.3805,-9.4763,2026-09-22,32.8,22.1,0.0,0,16.2,36.4,45,High,None,Low,22,9,Tuesday
My Drarga,30.3805,-9.4763,2026-09-23,35.7,20.2,0.0,0,13.2,28.4,45,Very High,None,Low,23,9,Wednesday
My Drarga,30.3805,-9.4763,2026-09-24,34.2,18.3,0.0,0,12.9,26.6,45,High,None,Low,24,9,Thursday
Lqoliaa,30.2942,-9.4544,2026-09-18,26.6,18.9,0.0,0,18.7,40.7,3,Normal,None,Low,18,9,Friday
Lqoliaa,30.2942,-9.4544,2026-09-19,26.8,19.6,0.0,0,21.0,46.8,2,Normal,None,Moderate,19,9,Saturday
Lqoliaa,30.2942,-9.4544,2026-09-20,27.5,19.6,0.0,0,19.5,42.1,45,Normal,None,Low,20,9,Sunday
Lqoliaa,30.2942,-9.4544,2026-09-21,36.5,20.9,0.0,0,16.8,37.4,3,Very High,None,Low,21,9,Monday
Lqoliaa,30.2942,-9.4544,2026-09-22,35.3,20.9,0.0,0,18.9,41.8,0,Very High,None,Low,22,9,Tuesday
Lqoliaa,30.2942,-9.4544,2026-09-23,30.6,19.5,0.0,0,16.9,38.2,45,High,None,Low,23,9,Wednesday
Lqoliaa,30.2942,-9.4544,2026-09-24,28.7,17.6,0.0,0,16.7,38.9,45,Normal,None,Low,24,9,Thursday
El Kelaa des Srarhna,32.05,-7.4,2026-09-18,31.4,17.7,0.0,0,13.3,23.4,3,High,None,Low,18,9,Friday
El Kelaa des Srarhna,32.05,-7.4,2026-09-19,36.1,20.6,0.0,10,14.5,25.2,2,Very High,None,Low,19,9,Saturday
El Kelaa des Srarhna,32.05,-7.4,2026-09-20,37.3,23.1,0.2,20,20.2,35.3,3,Very High,Low,Moderate,20,9,Sunday
El Kelaa des Srarhna,32.05,-7.4,2026-09-21,36.8,22.4,0.0,7,14.5,24.8,2,Very High,None,Low,21,9,Monday
El Kelaa des Srarhna,32.05,-7.4,2026-09-22,36.3,22.3,0.0,3,15.8,27.0,2,Very High,None,Low,22,9,Tuesday
El Kelaa des Srarhna,32.05,-7.4,2026-09-23,35.8,19.6,0.0,0,13.4,28.4,1,Very High,None,Low,23,9,Wednesday
El Kelaa des Srarhna,32.05,-7.4,2026-09-24,35.4,17.9,0.0,0,15.0,31.0,0,Very High,None,Low,24,9,Thursday
Moulay Abdallah,33.1978,-8.5883,2026-09-18,25.0,19.4,0.0,0,20.2,32.4,2,Normal,None,Moderate,18,9,Friday
Moulay Abdallah,33.1978,-8.5883,2026-09-19,26.9,20.5,0.0,0,17.7,27.0,2,Normal,None,Low,19,9,Saturday
Moulay Abdallah,33.1978,-8.5883,2026-09-20,27.8,20.3,0.0,0,12.5,20.5,45,Normal,None,Low,20,9,Sunday
Moulay Abdallah,33.1978,-8.5883,2026-09-21,27.8,20.9,0.0,0,13.7,23.0,45,Normal,None,Low,21,9,Monday
Moulay Abdallah,33.1978,-8.5883,2026-09-22,26.7,20.7,0.0,0,12.5,19.1,45,Normal,None,Low,22,9,Tuesday
Moulay Abdallah,33.1978,-8.5883,2026-09-23,27.4,19.5,0.0,0,14.0,28.8,45,Normal,None,Low,23,9,Wednesday
Moulay Abdallah,33.1978,-8.5883,2026-09-24,26.7,19.6,0.0,0,10.9,28.8,45,Normal,None,Low,24,9,Thursday
Tiflet,33.9,-6.33,2026-09-18,29.5,15.5,0.0,0,17.5,36.0,3,Normal,None,Low,18,9,Friday
Tiflet,33.9,-6.33,2026-09-19,34.9,18.5,0.0,0,16.3,35.6,2,High,None,Low,19,9,Saturday
Tiflet,33.9,-6.33,2026-09-20,36.0,21.4,0.0,0,17.4,36.0,1,Very High,None,Low,20,9,Sunday
Tiflet,33.9,-6.33,2026-09-21,36.0,21.0,0.0,0,15.7,34.9,0,Very High,None,Low,21,9,Monday
Tiflet,33.9,-6.33,2026-09-22,34.1,19.7,0.0,0,14.3,30.2,0,High,None,Low,22,9,Tuesday
Tiflet,33.9,-6.33,2026-09-23,34.8,21.0,0.0,0,15.6,36.4,1,High,None,Low,23,9,Wednesday
Tiflet,33.9,-6.33,2026-09-24,34.2,18.8,0.0,0,15.5,34.9,0,High,None,Low,24,9,Thursday
Oulad Teïma,30.4,-9.21,2026-09-18,28.9,18.3,0.0,0,23.3,43.2,2,Normal,None,Moderate,18,9,Friday
Oulad Teïma,30.4,-9.21,2026-09-19,29.4,19.2,0.0,0,25.3,50.0,2,Normal,None,Moderate,19,9,Saturday
Oulad Teïma,30.4,-9.21,2026-09-20,31.2,19.3,0.0,0,23.8,44.3,45,High,None,Moderate,20,9,Sunday
Oulad Teïma,30.4,-9.21,2026-09-21,39.7,21.0,0.0,0,19.5,37.1,3,Very High,None,Low,21,9,Monday
Oulad Teïma,30.4,-9.21,2026-09-22,38.4,20.5,0.0,0,30.1,56.5,0,Very High,None,Moderate,22,9,Tuesday
Oulad Teïma,30.4,-9.21,2026-09-23,35.6,19.9,0.0,0,27.1,47.9,1,Very High,None,Moderate,23,9,Wednesday
Oulad Teïma,30.4,-9.21,2026-09-24,32.3,16.3,0.0,0,27.0,45.4,45,High,None,Moderate,24,9,Thursday
Berkane,34.9167,-2.3167,2026-09-18,26.3,18.4,0.0,3,17.9,37.8,45,Normal,None,Low,18,9,Friday
Berkane,34.9167,-2.3167,2026-09-19,26.8,20.2,0.0,13,21.7,44.3,45,Normal,None,Moderate,19,9,Saturday
Berkane,34.9167,-2.3167,2026-09-20,27.1,21.1,0.0,14,17.9,39.2,45,Normal,None,Low,20,9,Sunday
Berkane,34.9167,-2.3167,2026-09-21,26.4,19.3,0.0,10,18.9,38.5,45,Normal,None,Low,21,9,Monday
Berkane,34.9167,-2.3167,2026-09-22,27.1,17.5,0.0,0,15.1,34.9,1,Normal,None,Low,22,9,Tuesday
Berkane,34.9167,-2.3167,2026-09-23,28.1,18.8,0.0,0,11.7,23.4,1,Normal,None,Low,23,9,Wednesday
Berkane,34.9167,-2.3167,2026-09-24,29.6,17.6,0.0,0,10.8,22.0,1,Normal,None,Low,24,9,Thursday
Ain El Aouda,33.8111,-6.7922,2026-09-18,27.6,14.9,0.0,0,17.5,35.3,3,Normal,None,Low,18,9,Friday
Ain El Aouda,33.8111,-6.7922,2026-09-19,33.0,16.1,0.0,0,17.7,35.3,1,High,None,Low,19,9,Saturday
Ain El Aouda,33.8111,-6.7922,2026-09-20,33.7,18.7,0.0,0,15.8,32.0,1,High,None,Low,20,9,Sunday
Ain El Aouda,33.8111,-6.7922,2026-09-21,34.1,19.6,0.0,0,17.6,34.9,1,High,None,Low,21,9,Monday
Ain El Aouda,33.8111,-6.7922,2026-09-22,33.2,19.2,0.0,0,15.0,30.2,0,High,None,Low,22,9,Tuesday
Ain El Aouda,33.8111,-6.7922,2026-09-23,33.3,17.3,0.0,0,17.4,32.4,1,High,None,Low,23,9,Wednesday
Ain El Aouda,33.8111,-6.7922,2026-09-24,32.2,17.5,0.0,0,14.7,30.6,1,High,None,Low,24,9,Thursday
Errachidia,31.9319,-4.4244,2026-09-18,31.1,18.7,4.0,30,29.1,60.8,80,High,Low,Moderate,18,9,Friday
Errachidia,31.9319,-4.4244,2026-09-19,29.2,19.0,1.4,43,13.8,31.0,80,Normal,Low,Low,19,9,Saturday
Errachidia,31.9319,-4.4244,2026-09-20,29.6,18.7,0.0,15,10.3,22.0,3,Normal,None,Low,20,9,Sunday
Errachidia,31.9319,-4.4244,2026-09-21,31.3,19.4,0.3,24,9.6,21.6,3,High,Low,Low,21,9,Monday
Errachidia,31.9319,-4.4244,2026-09-22,29.4,19.9,0.0,17,10.3,22.3,3,Normal,None,Low,22,9,Tuesday
Errachidia,31.9319,-4.4244,2026-09-23,30.0,19.3,0.0,9,12.2,21.6,2,High,None,Low,23,9,Wednesday
Errachidia,31.9319,-4.4244,2026-09-24,31.2,19.4,0.0,10,13.3,24.5,2,High,None,Low,24,9,Thursday
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-18,34.0,16.4,0.0,0,14.0,26.3,3,High,None,Low,18,9,Friday
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-19,37.9,19.9,0.0,8,13.3,26.6,2,Very High,None,Low,19,9,Saturday
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-20,38.3,22.2,0.6,8,19.1,36.0,80,Very High,Low,Low,20,9,Sunday
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-21,37.5,21.0,0.0,3,16.5,29.9,3,Very High,None,Low,21,9,Monday
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-22,36.7,21.0,0.0,0,14.2,28.4,2,Very High,None,Low,22,9,Tuesday
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-23,37.6,17.8,0.0,0,8.9,18.7,0,Very High,None,Low,23,9,Wednesday
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-24,37.5,15.9,0.0,0,7.3,24.1,1,Very High,None,Low,24,9,Thursday
Ad Darwa,33.4167,-7.5333,2026-09-18,27.1,16.7,0.0,0,17.0,33.8,3,Normal,None,Low,18,9,Friday
Ad Darwa,33.4167,-7.5333,2026-09-19,30.6,18.1,0.0,0,16.5,32.0,45,High,None,Low,19,9,Saturday
Ad Darwa,33.4167,-7.5333,2026-09-20,34.5,19.8,0.0,0,16.1,32.0,2,High,None,Low,20,9,Sunday
Ad Darwa,33.4167,-7.5333,2026-09-21,33.6,21.0,0.0,0,16.1,32.8,1,High,None,Low,21,9,Monday
Ad Darwa,33.4167,-7.5333,2026-09-22,33.2,19.8,0.0,0,14.7,29.2,45,High,None,Low,22,9,Tuesday
Ad Darwa,33.4167,-7.5333,2026-09-23,33.1,17.8,0.0,0,18.9,35.3,45,High,None,Low,23,9,Wednesday
Ad Darwa,33.4167,-7.5333,2026-09-24,32.8,18.6,0.0,0,17.2,38.5,45,High,None,Low,24,9,Thursday
Martil,35.61,-5.27,2026-09-18,25.0,19.1,0.0,3,19.4,42.1,80,Normal,None,Low,18,9,Friday
Martil,35.61,-5.27,2026-09-19,24.8,22.2,1.6,23,27.0,62.3,3,Normal,Low,Moderate,19,9,Saturday
Martil,35.61,-5.27,2026-09-20,24.8,22.8,4.1,48,23.9,53.3,80,Normal,Low,Moderate,20,9,Sunday
Martil,35.61,-5.27,2026-09-21,25.7,22.2,0.0,5,22.5,52.2,2,Normal,None,Moderate,21,9,Monday
Martil,35.61,-5.27,2026-09-22,25.1,21.6,0.0,0,17.3,39.6,2,Normal,None,Low,22,9,Tuesday
Martil,35.61,-5.27,2026-09-23,25.0,20.8,0.0,0,14.2,24.5,3,Normal,None,Low,23,9,Wednesday
Martil,35.61,-5.27,2026-09-24,25.3,19.9,0.0,0,12.1,21.6,45,Normal,None,Low,24,9,Thursday
Sidi Slimane,34.26,-5.93,2026-09-18,32.4,16.3,0.0,0,17.4,37.4,45,High,None,Low,18,9,Friday
Sidi Slimane,34.26,-5.93,2026-09-19,37.3,19.4,0.0,0,18.6,40.0,1,Very High,None,Low,19,9,Saturday
Sidi Slimane,34.26,-5.93,2026-09-20,38.3,24.0,0.0,0,15.0,33.1,0,Very High,None,Low,20,9,Sunday
Sidi Slimane,34.26,-5.93,2026-09-21,37.6,23.0,0.0,0,15.0,30.2,0,Very High,None,Low,21,9,Monday
Sidi Slimane,34.26,-5.93,2026-09-22,36.4,21.7,0.0,0,13.7,24.8,0,Very High,None,Low,22,9,Tuesday
Sidi Slimane,34.26,-5.93,2026-09-23,37.0,18.5,0.0,0,14.8,36.0,1,Very High,None,Low,23,9,Wednesday
Sidi Slimane,34.26,-5.93,2026-09-24,37.1,17.2,0.0,0,14.3,37.8,0,Very High,None,Low,24,9,Thursday
Oued Zem,32.8619,-6.5711,2026-09-18,31.1,15.3,0.0,0,18.2,37.8,3,High,None,Low,18,9,Friday
Oued Zem,32.8619,-6.5711,2026-09-19,34.5,19.5,0.0,3,21.7,40.7,3,High,None,Moderate,19,9,Saturday
Oued Zem,32.8619,-6.5711,2026-09-20,34.3,22.7,0.2,5,18.8,41.8,3,High,Low,Low,20,9,Sunday
Oued Zem,32.8619,-6.5711,2026-09-21,34.3,21.4,0.0,5,16.8,37.8,2,High,None,Low,21,9,Monday
Oued Zem,32.8619,-6.5711,2026-09-22,33.8,20.9,0.0,1,14.0,31.7,3,High,None,Low,22,9,Tuesday
Oued Zem,32.8619,-6.5711,2026-09-23,34.0,18.7,0.0,0,16.3,36.0,2,High,None,Low,23,9,Wednesday
Oued Zem,32.8619,-6.5711,2026-09-24,34.1,18.6,0.0,3,13.4,37.1,0,High,None,Low,24,9,Thursday
Sefrou,33.83,-4.83,2026-09-18,28.1,16.4,0.0,0,16.6,36.4,3,Normal,None,Low,18,9,Friday
Sefrou,33.83,-4.83,2026-09-19,31.4,19.3,0.2,23,17.7,40.7,3,High,Low,Low,19,9,Saturday
Sefrou,33.83,-4.83,2026-09-20,31.7,20.2,0.0,0,17.3,38.9,1,High,None,Low,20,9,Sunday
Sefrou,33.83,-4.83,2026-09-21,30.6,20.3,0.0,0,16.0,37.8,3,High,None,Low,21,9,Monday
Sefrou,33.83,-4.83,2026-09-22,30.0,19.2,0.0,0,15.8,34.2,3,High,None,Low,22,9,Tuesday
Sefrou,33.83,-4.83,2026-09-23,31.8,18.4,0.0,0,11.7,25.9,1,High,None,Low,23,9,Wednesday
Sefrou,33.83,-4.83,2026-09-24,32.6,16.9,0.0,0,14.8,28.4,0,High,None,Low,24,9,Thursday
Taroudannt,30.4711,-8.8778,2026-09-18,30.2,18.2,0.0,0,20.5,41.8,2,High,None,Moderate,18,9,Friday
Taroudannt,30.4711,-8.8778,2026-09-19,31.5,19.3,0.0,0,23.8,49.0,3,High,None,Moderate,19,9,Saturday
Taroudannt,30.4711,-8.8778,2026-09-20,35.7,20.6,0.0,3,23.2,47.2,2,Very High,None,Moderate,20,9,Sunday
Taroudannt,30.4711,-8.8778,2026-09-21,40.3,22.3,0.0,0,25.5,55.8,3,Extreme,None,Moderate,21,9,Monday
Taroudannt,30.4711,-8.8778,2026-09-22,38.7,22.1,0.0,0,31.1,64.8,1,Very High,None,Moderate,22,9,Tuesday
Taroudannt,30.4711,-8.8778,2026-09-23,38.5,20.2,0.0,0,26.3,49.0,0,Very High,None,Moderate,23,9,Wednesday
Taroudannt,30.4711,-8.8778,2026-09-24,37.7,17.6,0.0,0,23.4,44.6,0,Very High,None,Moderate,24,9,Thursday
Essaouira,31.513,-9.7687,2026-09-18,23.6,18.7,0.0,0,29.0,54.4,0,Normal,None,Moderate,18,9,Friday
Essaouira,31.513,-9.7687,2026-09-19,24.4,18.9,0.0,0,21.6,40.7,2,Normal,None,Moderate,19,9,Saturday
Essaouira,31.513,-9.7687,2026-09-20,24.9,19.3,0.0,0,11.4,22.7,45,Normal,None,Low,20,9,Sunday
Essaouira,31.513,-9.7687,2026-09-21,25.2,19.1,0.0,0,8.7,19.1,45,Normal,None,Low,21,9,Monday
Essaouira,31.513,-9.7687,2026-09-22,23.3,17.8,0.0,0,10.7,23.0,45,Normal,None,Low,22,9,Tuesday
Essaouira,31.513,-9.7687,2026-09-23,27.4,17.6,0.0,0,11.6,25.9,45,Normal,None,Low,23,9,Wednesday
Essaouira,31.513,-9.7687,2026-09-24,27.2,17.8,0.0,0,10.5,24.5,45,Normal,None,Low,24,9,Thursday
Azrou,33.4344,-5.2213,2026-09-18,26.4,13.5,0.0,0,16.1,35.3,3,Normal,None,Low,18,9,Friday
Azrou,33.4344,-5.2213,2026-09-19,28.7,18.3,0.4,35,17.4,39.2,3,Normal,Low,Low,19,9,Saturday
Azrou,33.4344,-5.2213,2026-09-20,28.6,17.8,0.2,3,17.1,44.3,3,Normal,Low,Low,20,9,Sunday
Azrou,33.4344,-5.2213,2026-09-21,28.1,16.6,0.0,0,18.7,41.4,3,Normal,None,Low,21,9,Monday
Azrou,33.4344,-5.2213,2026-09-22,27.1,14.7,0.0,0,15.7,40.0,3,Normal,None,Low,22,9,Tuesday
Azrou,33.4344,-5.2213,2026-09-23,28.0,17.5,0.0,0,12.0,36.4,1,Normal,None,Low,23,9,Wednesday
Azrou,33.4344,-5.2213,2026-09-24,29.2,18.3,0.0,0,13.4,38.2,0,Normal,None,Low,24,9,Thursday
Guercif,34.23,-3.36,2026-09-18,30.3,18.3,0.0,0,28.6,53.3,3,High,None,Moderate,18,9,Friday
Guercif,34.23,-3.36,2026-09-19,30.5,20.8,0.0,28,26.3,51.1,3,High,None,Moderate,19,9,Saturday
Guercif,34.23,-3.36,2026-09-20,31.7,21.5,0.0,3,30.8,59.4,3,High,None,Moderate,20,9,Sunday
Guercif,34.23,-3.36,2026-09-21,29.4,20.6,0.0,0,27.3,50.8,3,Normal,None,Moderate,21,9,Monday
Guercif,34.23,-3.36,2026-09-22,31.3,17.7,0.0,0,23.8,45.0,1,High,None,Moderate,22,9,Tuesday
Guercif,34.23,-3.36,2026-09-23,32.9,18.2,0.0,0,25.2,43.6,2,High,None,Moderate,23,9,Wednesday
Guercif,34.23,-3.36,2026-09-24,34.6,18.2,0.0,0,22.9,41.4,0,High,None,Moderate,24,9,Thursday
Warzat,30.9167,-6.9167,2026-09-18,31.6,16.6,0.0,3,13.7,24.1,3,High,None,Low,18,9,Friday
Warzat,30.9167,-6.9167,2026-09-19,31.4,19.6,0.0,18,26.6,49.0,3,High,None,Moderate,19,9,Saturday
Warzat,30.9167,-6.9167,2026-09-20,31.3,19.3,0.1,25,18.1,67.3,3,High,Low,Low,20,9,Sunday
Warzat,30.9167,-6.9167,2026-09-21,31.1,19.5,1.3,5,16.2,37.4,80,High,Low,Low,21,9,Monday
Warzat,30.9167,-6.9167,2026-09-22,32.7,17.4,0.0,1,27.1,54.0,1,High,None,Moderate,22,9,Tuesday
Warzat,30.9167,-6.9167,2026-09-23,32.3,15.7,0.0,3,6.3,27.0,2,High,None,Low,23,9,Wednesday
Warzat,30.9167,-6.9167,2026-09-24,33.0,17.3,0.3,3,11.3,16.9,80,High,Low,Low,24,9,Thursday
Fnidq,35.8414,-5.3587,2026-09-18,24.5,19.0,0.5,3,17.4,34.2,80,Normal,Low,Low,18,9,Friday
Fnidq,35.8414,-5.3587,2026-09-19,24.6,21.3,0.5,23,25.7,48.6,3,Normal,Low,Moderate,19,9,Saturday
Fnidq,35.8414,-5.3587,2026-09-20,24.5,21.9,1.6,48,22.9,44.3,80,Normal,Low,Moderate,20,9,Sunday
Fnidq,35.8414,-5.3587,2026-09-21,25.0,21.6,0.1,5,19.2,37.1,2,Normal,Low,Low,21,9,Monday
Fnidq,35.8414,-5.3587,2026-09-22,25.0,20.8,0.0,0,17.8,35.3,2,Normal,None,Low,22,9,Tuesday
Fnidq,35.8414,-5.3587,2026-09-23,25.0,20.4,0.0,0,14.2,24.5,3,Normal,None,Low,23,9,Wednesday
Fnidq,35.8414,-5.3587,2026-09-24,25.3,19.9,0.0,0,12.1,21.6,45,Normal,None,Low,24,9,Thursday
Tan-Tan,28.4333,-11.1,2026-09-18,25.7,19.7,0.0,0,26.9,49.3,2,Normal,None,Moderate,18,9,Friday
Tan-Tan,28.4333,-11.1,2026-09-19,26.7,19.2,0.0,0,20.2,38.9,3,Normal,None,Moderate,19,9,Saturday
Tan-Tan,28.4333,-11.1,2026-09-20,32.1,18.0,0.0,0,18.6,36.7,3,High,None,Low,20,9,Sunday
Tan-Tan,28.4333,-11.1,2026-09-21,34.2,19.0,0.0,0,26.5,47.2,0,High,None,Moderate,21,9,Monday
Tan-Tan,28.4333,-11.1,2026-09-22,34.3,18.9,0.0,0,17.5,40.3,2,High,None,Low,22,9,Tuesday
Tan-Tan,28.4333,-11.1,2026-09-23,37.0,20.9,0.0,2,23.4,43.2,2,Very High,None,Moderate,23,9,Wednesday
Tan-Tan,28.4333,-11.1,2026-09-24,37.2,21.4,0.0,0,18.8,45.4,2,Very High,None,Low,24,9,Thursday
Sidi Qacem,34.21,-5.7,2026-09-18,32.2,17.1,0.0,0,14.0,32.4,3,High,None,Low,18,9,Friday
Sidi Qacem,34.21,-5.7,2026-09-19,36.7,21.3,0.0,0,18.7,40.0,1,Very High,None,Low,19,9,Saturday
