city_name,latitude_city,longitude_city,forecast_date,temperature_max,temperature_min,precipitation,precipitation_probability,wind_speed,wind_gusts,weather_code,temperature_category,precipitation_category,wind_category,forecast_day,month,day_of_week,rain_risk,wind_risk,temperature_risk,probability_risk,risk_score,risk_level
Settat,33.0023,-7.6198,2026-09-21,36.4,22.0,0.0,0,15.8,37.1,2,Very High,None,Low,21,9,Monday,0,0,60,0,12.0,Faible
Settat,33.0023,-7.6198,2026-09-22,35.7,19.9,0.0,0,14.8,36.4,1,Very High,None,Low,22,9,Tuesday,0,0,60,0,12.0,Faible
Settat,33.0023,-7.6198,2026-09-23,34.4,17.7,0.0,0,18.4,35.6,0,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Settat,33.0023,-7.6198,2026-09-24,33.4,18.7,0.0,0,15.6,38.2,0,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Barrechid,33.27,-7.5872,2026-09-18,29.0,15.8,0.0,0,19.1,34.9,3,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Barrechid,33.27,-7.5872,2026-09-19,33.4,17.1,0.0,0,17.4,31.7,2,High,None,Low,19,9,Saturday,0,0,30,0,6.0,Faible
Barrechid,33.27,-7.5872,2026-09-20,36.2,18.9,0.0,0,19.9,36.0,2,Very High,None,Low,20,9,Sunday,0,0,60,0,12.0,Faible
Barrechid,33.27,-7.5872,2026-09-21,35.4,20.2,0.0,0,18.4,37.8,2,Very High,None,Low,21,9,Monday,0,0,60,0,12.0,Faible
Barrechid,33.27,-7.5872,2026-09-22,35.3,19.2,0.0,0,17.3,32.8,1,Very High,None,Low,22,9,Tuesday,0,0,60,0,12.0,Faible
Barrechid,33.27,-7.5872,2026-09-23,33.2,17.6,0.0,0,19.6,34.2,45,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Barrechid,33.27,-7.5872,2026-09-24,32.4,18.7,0.0,0,17.0,37.8,45,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Nador,35.1667,-2.9333,2026-09-18,25.2,21.8,1.6,3,16.0,36.0,80,Normal,Low,Low,18,9,Friday,20,0,0,0,7.0,Faible
Nador,35.1667,-2.9333,2026-09-19,25.2,22.8,5.9,5,20.9,50.4,80,Normal,Moderate,Moderate,19,9,Saturday,50,25,0,0,25.0,Modéré
Nador,35.1667,-2.9333,2026-09-20,25.7,23.1,7.5,15,24.3,51.5,95,Normal,Moderate,Moderate,20,9,Sunday,50,25,0,0,25.0,Modéré
Nador,35.1667,-2.9333,2026-09-21,26.0,23.2,0.0,3,15.5,37.1,3,Normal,None,Low,21,9,Monday,0,0,0,0,0.0,Faible
Nador,35.1667,-2.9333,2026-09-22,25.9,21.7,0.0,0,13.5,30.2,2,Normal,None,Low,22,9,Tuesday,0,0,0,0,0.0,Faible
Nador,35.1667,-2.9333,2026-09-23,27.1,19.7,0.0,0,15.5,27.7,45,Normal,None,Low,23,9,Wednesday,0,0,0,0,0.0,Faible
Nador,35.1667,-2.9333,2026-09-24,27.9,16.2,0.0,0,13.2,26.6,45,Normal,None,Low,24,9,Thursday,0,0,0,0,0.0,Faible
Taza,34.2144,-4.0088,2026-09-18,29.2,17.4,0.0,0,18.8,39.2,2,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Taza,34.2144,-4.0088,2026-09-19,29.3,19.3,0.0,3,23.8,50.0,3,Normal,None,Moderate,19,9,Saturday,0,25,0,0,7.5,Faible
Taza,34.2144,-4.0088,2026-09-20,30.2,20.8,0.0,0,19.4,41.8,3,High,None,Low,20,9,Sunday,0,0,30,0,6.0,Faible
Taza,34.2144,-4.0088,2026-09-21,28.8,20.6,0.0,0,19.8,41.4,3,Normal,None,Low,21,9,Monday,0,0,0,0,0.0,Faible
Taza,34.2144,-4.0088,2026-09-22,29.7,17.6,0.0,0,17.6,37.4,1,Normal,None,Low,22,9,Tuesday,0,0,0,0,0.0,Faible
Taza,34.2144,-4.0088,2026-09-23,32.2,18.0,0.0,0,17.0,31.3,2,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Taza,34.2144,-4.0088,2026-09-24,33.7,17.9,0.0,0,18.3,33.1,0,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Inezgane,30.3658,-9.5381,2026-09-18,24.7,19.0,0.0,0,12.4,34.9,2,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Inezgane,30.3658,-9.5381,2026-09-19,24.7,19.8,0.0,0,15.1,40.7,45,Normal,None,Low,19,9,Saturday,0,0,0,0,0.0,Faible
Inezgane,30.3658,-9.5381,2026-09-20,25.6,19.6,0.0,0,13.7,39.2,45,Normal,None,Low,20,9,Sunday,0,0,0,0,0.0,Faible
Inezgane,30.3658,-9.5381,2026-09-21,30.4,20.3,0.0,0,10.5,28.8,3,High,None,Low,21,9,Monday,0,0,30,0,6.0,Faible
Inezgane,30.3658,-9.5381,2026-09-22,30.2,20.9,0.0,0,11.7,35.6,45,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
Inezgane,30.3658,-9.5381,2026-09-23,35.9,20.2,0.0,0,13.2,28.4,45,Very High,None,Low,23,9,Wednesday,0,0,60,0,12.0,Faible
Inezgane,30.3658,-9.5381,2026-09-24,34.3,18.5,0.0,0,12.9,26.6,45,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Larache,35.1833,-6.15,2026-09-18,27.7,14.4,0.0,0,15.9,29.9,45,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Larache,35.1833,-6.15,2026-09-19,35.1,18.6,0.0,0,21.1,37.8,1,Very High,None,Moderate,19,9,Saturday,0,25,60,0,19.5,Faible
Larache,35.1833,-6.15,2026-09-20,34.5,23.0,0.0,0,15.6,28.8,1,High,None,Low,20,9,Sunday,0,0,30,0,6.0,Faible
Larache,35.1833,-6.15,2026-09-21,33.0,22.5,0.0,0,15.0,27.7,1,High,None,Low,21,9,Monday,0,0,30,0,6.0,Faible
Larache,35.1833,-6.15,2026-09-22,31.8,18.8,0.0,0,17.5,32.8,0,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
Larache,35.1833,-6.15,2026-09-23,31.9,18.1,0.0,0,16.8,26.6,1,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Larache,35.1833,-6.15,2026-09-24,30.7,16.3,0.0,0,14.6,26.6,0,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Al Khmissat,33.81,-6.06,2026-09-18,30.0,15.4,0.0,0,17.3,36.4,3,High,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Al Khmissat,33.81,-6.06,2026-09-19,35.1,18.4,0.0,0,14.5,30.2,2,Very High,None,Low,19,9,Saturday,0,0,60,0,12.0,Faible
Al Khmissat,33.81,-6.06,2026-09-20,36.1,21.2,0.0,0,15.4,31.7,2,Very High,None,Low,20,9,Sunday,0,0,60,0,12.0,Faible
Al Khmissat,33.81,-6.06,2026-09-21,35.9,20.8,0.0,0,14.5,30.2,0,Very High,None,Low,21,9,Monday,0,0,60,0,12.0,Faible
Al Khmissat,33.81,-6.06,2026-09-22,34.2,19.6,0.0,0,14.7,32.0,0,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
Al Khmissat,33.81,-6.06,2026-09-23,34.5,17.7,0.0,0,15.4,33.5,1,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Al Khmissat,33.81,-6.06,2026-09-24,35.2,16.3,0.0,0,16.9,34.2,0,Very High,None,Low,24,9,Thursday,0,0,60,0,12.0,Faible
Guelmim,28.9833,-10.0667,2026-09-18,28.1,17.2,0.0,0,23.7,41.8,1,Normal,None,Moderate,18,9,Friday,0,25,0,0,7.5,Faible
Guelmim,28.9833,-10.0667,2026-09-19,30.1,17.6,0.0,0,21.4,38.5,3,High,None,Moderate,19,9,Saturday,0,25,30,0,13.5,Faible
Guelmim,28.9833,-10.0667,2026-09-20,36.9,18.7,0.0,0,18.7,33.5,1,Very High,None,Low,20,9,Sunday,0,0,60,0,12.0,Faible
Guelmim,28.9833,-10.0667,2026-09-21,39.7,23.4,0.0,0,24.8,42.5,2,Very High,None,Moderate,21,9,Monday,0,25,60,0,19.5,Faible
Guelmim,28.9833,-10.0667,2026-09-22,39.0,24.4,0.0,0,22.5,41.4,1,Very High,None,Moderate,22,9,Tuesday,0,25,60,0,19.5,Faible
Guelmim,28.9833,-10.0667,2026-09-23,38.2,23.9,0.0,2,19.9,36.0,2,Very High,None,Low,23,9,Wednesday,0,0,60,0,12.0,Faible
Guelmim,28.9833,-10.0667,2026-09-24,38.3,21.4,0.0,0,23.6,42.1,2,Very High,None,Moderate,24,9,Thursday,0,25,60,0,19.5,Faible
Ksar El Kebir,35.0,-5.9,2026-09-18,30.8,15.7,0.0,0,17.8,34.6,45,High,None,Low,18,9,Friday,0,0,30,0,6.0,Faible
Ksar El Kebir,35.0,-5.9,2026-09-19,36.0,18.2,0.0,0,12.0,20.5,1,Very High,None,Low,19,9,Saturday,0,0,60,0,12.0,Faible
Ksar El Kebir,35.0,-5.9,2026-09-20,36.8,22.5,0.0,0,13.8,25.6,1,Very High,None,Low,20,9,Sunday,0,0,60,0,12.0,Faible
Ksar El Kebir,35.0,-5.9,2026-09-21,35.7,22.8,0.0,0,13.4,28.4,1,Very High,None,Low,21,9,Monday,0,0,60,0,12.0,Faible
Ksar El Kebir,35.0,-5.9,2026-09-22,35.1,19.7,0.0,0,12.9,28.1,0,Very High,None,Low,22,9,Tuesday,0,0,60,0,12.0,Faible
Ksar El Kebir,35.0,-5.9,2026-09-23,35.3,19.3,0.0,0,18.1,33.5,1,Very High,None,Low,23,9,Wednesday,0,0,60,0,12.0,Faible
Ksar El Kebir,35.0,-5.9,2026-09-24,35.4,20.1,0.0,0,21.1,36.7,0,Very High,None,Moderate,24,9,Thursday,0,25,60,0,19.5,Faible
Khénifra,32.93,-5.66,2026-09-18,32.0,14.8,0.0,0,18.9,36.4,3,High,None,Low,18,9,Friday,0,0,30,0,6.0,Faible
Khénifra,32.93,-5.66,2026-09-19,34.3,19.7,0.0,10,23.4,45.0,3,High,None,Moderate,19,9,Saturday,0,25,30,0,13.5,Faible
Khénifra,32.93,-5.66,2026-09-20,33.8,20.2,0.0,5,19.3,40.3,3,High,None,Low,20,9,Sunday,0,0,30,0,6.0,Faible
Khénifra,32.93,-5.66,2026-09-21,34.4,18.7,0.0,5,19.8,43.2,3,High,None,Low,21,9,Monday,0,0,30,0,6.0,Faible
Khénifra,32.93,-5.66,2026-09-22,32.5,17.3,0.0,1,14.1,35.3,3,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
Khénifra,32.93,-5.66,2026-09-23,33.8,17.6,0.0,0,11.5,22.3,2,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Khénifra,32.93,-5.66,2026-09-24,34.4,18.6,0.0,0,12.6,34.9,0,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Skhirate,33.85,-7.03,2026-09-18,24.1,16.1,0.0,0,15.8,35.3,2,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Skhirate,33.85,-7.03,2026-09-19,27.4,17.3,0.0,0,15.5,33.5,3,Normal,None,Low,19,9,Saturday,0,0,0,0,0.0,Faible
Skhirate,33.85,-7.03,2026-09-20,27.8,19.5,0.0,0,11.5,27.4,1,Normal,None,Low,20,9,Sunday,0,0,0,0,0.0,Faible
Skhirate,33.85,-7.03,2026-09-21,27.6,20.1,0.0,0,12.3,27.7,1,Normal,None,Low,21,9,Monday,0,0,0,0,0.0,Faible
Skhirate,33.85,-7.03,2026-09-22,27.5,19.6,0.0,0,12.1,27.7,1,Normal,None,Low,22,9,Tuesday,0,0,0,0,0.0,Faible
Skhirate,33.85,-7.03,2026-09-23,26.5,19.5,0.0,0,13.3,25.6,45,Normal,None,Low,23,9,Wednesday,0,0,0,0,0.0,Faible
Skhirate,33.85,-7.03,2026-09-24,26.0,19.1,0.0,0,9.4,25.2,45,Normal,None,Low,24,9,Thursday,0,0,0,0,0.0,Faible
Beni Yakhlef,33.6555,-7.3221,2026-09-18,26.0,15.5,0.0,0,19.2,35.3,3,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Beni Yakhlef,33.6555,-7.3221,2026-09-19,29.0,16.7,0.0,0,17.1,31.7,2,Normal,None,Low,19,9,Saturday,0,0,0,0,0.0,Faible
Beni Yakhlef,33.6555,-7.3221,2026-09-20,32.3,19.1,0.0,0,16.3,30.2,1,High,None,Low,20,9,Sunday,0,0,30,0,6.0,Faible
Beni Yakhlef,33.6555,-7.3221,2026-09-21,31.5,20.2,0.0,0,16.5,31.7,1,High,None,Low,21,9,Monday,0,0,30,0,6.0,Faible
Beni Yakhlef,33.6555,-7.3221,2026-09-22,31.7,19.2,0.0,0,16.0,29.9,0,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
Beni Yakhlef,33.6555,-7.3221,2026-09-23,29.9,18.8,0.0,0,16.9,31.0,45,Normal,None,Low,23,9,Wednesday,0,0,0,0,0.0,Faible
Beni Yakhlef,33.6555,-7.3221,2026-09-24,30.4,17.9,0.0,0,15.8,32.8,45,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-18,27.6,14.9,0.0,0,18.9,38.5,3,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-19,32.6,17.2,0.0,0,17.8,36.4,2,High,None,Low,19,9,Saturday,0,0,30,0,6.0,Faible
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-20,34.0,20.2,0.0,0,17.7,36.0,1,High,None,Low,20,9,Sunday,0,0,30,0,6.0,Faible
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-21,34.2,20.6,0.0,0,18.4,37.8,1,High,None,Low,21,9,Monday,0,0,30,0,6.0,Faible
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-22,33.2,20.1,0.0,0,17.6,35.3,1,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-23,32.2,17.4,0.0,0,17.2,32.8,1,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-24,31.2,17.1,0.0,0,14.7,31.7,0,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Ben Guerir,32.23,-7.95,2026-09-18,30.2,16.2,0.0,0,14.8,29.9,3,High,None,Low,18,9,Friday,0,0,30,0,6.0,Faible
Ben Guerir,32.23,-7.95,2026-09-19,34.8,20.0,0.0,0,15.0,30.6,2,High,None,Low,19,9,Saturday,0,0,30,0,6.0,Faible
Ben Guerir,32.23,-7.95,2026-09-20,36.0,23.6,0.0,5,16.9,33.8,2,Very High,None,Low,20,9,Sunday,0,0,60,0,12.0,Faible
Ben Guerir,32.23,-7.95,2026-09-21,37.0,23.3,0.0,0,20.3,40.0,3,Very High,None,Moderate,21,9,Monday,0,25,60,0,19.5,Faible
Ben Guerir,32.23,-7.95,2026-09-22,35.9,21.1,0.0,0,13.5,28.4,0,Very High,None,Low,22,9,Tuesday,0,0,60,0,12.0,Faible
Ben Guerir,32.23,-7.95,2026-09-23,35.8,19.8,0.0,0,20.0,35.6,0,Very High,None,Moderate,23,9,Wednesday,0,25,60,0,19.5,Faible
Ben Guerir,32.23,-7.95,2026-09-24,34.6,19.1,0.0,0,16.9,39.6,3,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Ait Ali,30.1739,-9.4881,2026-09-18,25.9,19.0,0.0,0,23.3,38.2,3,Normal,None,Moderate,18,9,Friday,0,25,0,0,7.5,Faible
Ait Ali,30.1739,-9.4881,2026-09-19,26.5,19.7,0.0,0,21.2,35.3,2,Normal,None,Moderate,19,9,Saturday,0,25,0,0,7.5,Faible
Ait Ali,30.1739,-9.4881,2026-09-20,27.1,20.0,0.0,0,19.1,31.3,45,Normal,None,Low,20,9,Sunday,0,0,0,0,0.0,Faible
Ait Ali,30.1739,-9.4881,2026-09-21,34.8,21.5,0.0,0,18.6,33.1,3,High,None,Low,21,9,Monday,0,0,30,0,6.0,Faible
Ait Ali,30.1739,-9.4881,2026-09-22,32.8,21.8,0.0,0,21.5,37.4,0,High,None,Moderate,22,9,Tuesday,0,25,30,0,13.5,Faible
Ait Ali,30.1739,-9.4881,2026-09-23,31.1,20.9,0.0,0,18.8,32.0,0,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Ait Ali,30.1739,-9.4881,2026-09-24,30.0,18.3,0.0,0,18.6,31.3,45,High,None,Low,24,9,Thursday,0,0,0,0,0.0,Faible
My Drarga,30.3805,-9.4763,2026-09-18,25.9,18.9,0.0,0,15.5,34.6,2,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
My Drarga,30.3805,-9.4763,2026-09-19,26.1,19.6,0.0,0,17.6,39.2,45,Normal,None,Low,19,9,Saturday,0,0,0,0,0.0,Faible
My Drarga,30.3805,-9.4763,2026-09-20,27.3,19.8,0.0,0,15.0,33.1,45,Normal,None,Low,20,9,Sunday,0,0,0,0,0.0,Faible
My Drarga,30.3805,-9.4763,2026-09-21,34.1,21.1,0.0,0,11.8,27.0,3,High,None,Low,21,9,Monday,0,0,30,0,6.0,Faible
My Drarga,30.3805,-9.4763,2026-09-22,32.8,22.1,0.0,0,16.2,36.4,45,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
My Drarga,30.3805,-9.4763,2026-09-23,35.7,20.2,0.0,0,13.2,28.4,45,Very High,None,Low,23,9,Wednesday,0,0,60,0,12.0,Faible
My Drarga,30.3805,-9.4763,2026-09-24,34.2,18.3,0.0,0,12.9,26.6,45,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Lqoliaa,30.2942,-9.4544,2026-09-18,26.6,18.9,0.0,0,18.7,40.7,3,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Lqoliaa,30.2942,-9.4544,2026-09-19,26.8,19.6,0.0,0,21.0,46.8,2,Normal,None,Moderate,19,9,Saturday,0,25,0,0,7.5,Faible
Lqoliaa,30.2942,-9.4544,2026-09-20,27.5,19.6,0.0,0,19.5,42.1,45,Normal,None,Low,20,9,Sunday,0,0,0,0,0.0,Faible
Lqoliaa,30.2942,-9.4544,2026-09-21,36.5,20.9,0.0,0,16.8,37.4,3,Very High,None,Low,21,9,Monday,0,0,60,0,12.0,Faible
Lqoliaa,30.2942,-9.4544,2026-09-22,35.3,20.9,0.0,0,18.9,41.8,0,Very High,None,Low,22,9,Tuesday,0,0,60,0,12.0,Faible
Lqoliaa,30.2942,-9.4544,2026-09-23,30.6,19.5,0.0,0,16.9,38.2,45,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Lqoliaa,30.2942,-9.4544,2026-09-24,28.7,17.6,0.0,0,16.7,38.9,45,Normal,None,Low,24,9,Thursday,0,0,0,0,0.0,Faible
El Kelaa des Srarhna,32.05,-7.4,2026-09-18,31.4,17.7,0.0,0,13.3,23.4,3,High,None,Low,18,9,Friday,0,0,30,0,6.0,Faible
El Kelaa des Srarhna,32.05,-7.4,2026-09-19,36.1,20.6,0.0,10,14.5,25.2,2,Very High,None,Low,19,9,Saturday,0,0,60,0,12.0,Faible
El Kelaa des Srarhna,32.05,-7.4,2026-09-20,37.3,23.1,0.2,20,20.2,35.3,3,Very High,Low,Moderate,20,9,Sunday,20,25,60,25,30.25,Modéré
El Kelaa des Srarhna,32.05,-7.4,2026-09-21,36.8,22.4,0.0,7,14.5,24.8,2,Very High,None,Low,21,9,Monday,0,0,60,0,12.0,Faible
El Kelaa des Srarhna,32.05,-7.4,2026-09-22,36.3,22.3,0.0,3,15.8,27.0,2,Very High,None,Low,22,9,Tuesday,0,0,60,0,12.0,Faible
El Kelaa des Srarhna,32.05,-7.4,2026-09-23,35.8,19.6,0.0,0,13.4,28.4,1,Very High,None,Low,23,9,Wednesday,0,0,60,0,12.0,Faible
El Kelaa des Srarhna,32.05,-7.4,2026-09-24,35.4,17.9,0.0,0,15.0,31.0,0,Very High,None,Low,24,9,Thursday,0,0,60,0,12.0,Faible
Moulay Abdallah,33.1978,-8.5883,2026-09-18,25.0,19.4,0.0,0,20.2,32.4,2,Normal,None,Moderate,18,9,Friday,0,25,0,0,7.5,Faible
Moulay Abdallah,33.1978,-8.5883,2026-09-19,26.9,20.5,0.0,0,17.7,27.0,2,Normal,None,Low,19,9,Saturday,0,0,0,0,0.0,Faible
Moulay Abdallah,33.1978,-8.5883,2026-09-20,27.8,20.3,0.0,0,12.5,20.5,45,Normal,None,Low,20,9,Sunday,0,0,0,0,0.0,Faible
Moulay Abdallah,33.1978,-8.5883,2026-09-21,27.8,20.9,0.0,0,13.7,23.0,45,Normal,None,Low,21,9,Monday,0,0,0,0,0.0,Faible
Moulay Abdallah,33.1978,-8.5883,2026-09-22,26.7,20.7,0.0,0,12.5,19.1,45,Normal,None,Low,22,9,Tuesday,0,0,0,0,0.0,Faible
Moulay Abdallah,33.1978,-8.5883,2026-09-23,27.4,19.5,0.0,0,14.0,28.8,45,Normal,None,Low,23,9,Wednesday,0,0,0,0,0.0,Faible
Moulay Abdallah,33.1978,-8.5883,2026-09-24,26.7,19.6,0.0,0,10.9,28.8,45,Normal,None,Low,24,9,Thursday,0,0,0,0,0.0,Faible
Tiflet,33.9,-6.33,2026-09-18,29.5,15.5,0.0,0,17.5,36.0,3,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Tiflet,33.9,-6.33,2026-09-19,34.9,18.5,0.0,0,16.3,35.6,2,High,None,Low,19,9,Saturday,0,0,30,0,6.0,Faible
Tiflet,33.9,-6.33,2026-09-20,36.0,21.4,0.0,0,17.4,36.0,1,Very High,None,Low,20,9,Sunday,0,0,60,0,12.0,Faible
Tiflet,33.9,-6.33,2026-09-21,36.0,21.0,0.0,0,15.7,34.9,0,Very High,None,Low,21,9,Monday,0,0,60,0,12.0,Faible
Tiflet,33.9,-6.33,2026-09-22,34.1,19.7,0.0,0,14.3,30.2,0,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
Tiflet,33.9,-6.33,2026-09-23,34.8,21.0,0.0,0,15.6,36.4,1,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Tiflet,33.9,-6.33,2026-09-24,34.2,18.8,0.0,0,15.5,34.9,0,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Oulad Teïma,30.4,-9.21,2026-09-18,28.9,18.3,0.0,0,23.3,43.2,2,Normal,None,Moderate,18,9,Friday,0,25,0,0,7.5,Faible
Oulad Teïma,30.4,-9.21,2026-09-19,29.4,19.2,0.0,0,25.3,50.0,2,Normal,None,Moderate,19,9,Saturday,0,25,0,0,7.5,Faible
Oulad Teïma,30.4,-9.21,2026-09-20,31.2,19.3,0.0,0,23.8,44.3,45,High,None,Moderate,20,9,Sunday,0,25,30,0,13.5,Faible
Oulad Teïma,30.4,-9.21,2026-09-21,39.7,21.0,0.0,0,19.5,37.1,3,Very High,None,Low,21,9,Monday,0,0,60,0,12.0,Faible
Oulad Teïma,30.4,-9.21,2026-09-22,38.4,20.5,0.0,0,30.1,56.5,0,Very High,None,Moderate,22,9,Tuesday,0,25,60,0,19.5,Faible
Oulad Teïma,30.4,-9.21,2026-09-23,35.6,19.9,0.0,0,27.1,47.9,1,Very High,None,Moderate,23,9,Wednesday,0,25,60,0,19.5,Faible
Oulad Teïma,30.4,-9.21,2026-09-24,32.3,16.3,0.0,0,27.0,45.4,45,High,None,Moderate,24,9,Thursday,0,25,30,0,13.5,Faible
Berkane,34.9167,-2.3167,2026-09-18,26.3,18.4,0.0,3,17.9,37.8,45,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Berkane,34.9167,-2.3167,2026-09-19,26.8,20.2,0.0,13,21.7,44.3,45,Normal,None,Moderate,19,9,Saturday,0,25,0,0,7.5,Faible
Berkane,34.9167,-2.3167,2026-09-20,27.1,21.1,0.0,14,17.9,39.2,45,Normal,None,Low,20,9,Sunday,0,0,0,0,0.0,Faible
Berkane,34.9167,-2.3167,2026-09-21,26.4,19.3,0.0,10,18.9,38.5,45,Normal,None,Low,21,9,Monday,0,0,0,0,0.0,Faible
Berkane,34.9167,-2.3167,2026-09-22,27.1,17.5,0.0,0,15.1,34.9,1,Normal,None,Low,22,9,Tuesday,0,0,0,0,0.0,Faible
Berkane,34.9167,-2.3167,2026-09-23,28.1,18.8,0.0,0,11.7,23.4,1,Normal,None,Low,23,9,Wednesday,0,0,0,0,0.0,Faible
Berkane,34.9167,-2.3167,2026-09-24,29.6,17.6,0.0,0,10.8,22.0,1,Normal,None,Low,24,9,Thursday,0,0,0,0,0.0,Faible
Ain El Aouda,33.8111,-6.7922,2026-09-18,27.6,14.9,0.0,0,17.5,35.3,3,Normal,None,Low,18,9,Friday,0,0,0,0,0.0,Faible
Ain El Aouda,33.8111,-6.7922,2026-09-19,33.0,16.1,0.0,0,17.7,35.3,1,High,None,Low,19,9,Saturday,0,0,30,0,6.0,Faible
Ain El Aouda,33.8111,-6.7922,2026-09-20,33.7,18.7,0.0,0,15.8,32.0,1,High,None,Low,20,9,Sunday,0,0,30,0,6.0,Faible
Ain El Aouda,33.8111,-6.7922,2026-09-21,34.1,19.6,0.0,0,17.6,34.9,1,High,None,Low,21,9,Monday,0,0,30,0,6.0,Faible
Ain El Aouda,33.8111,-6.7922,2026-09-22,33.2,19.2,0.0,0,15.0,30.2,0,High,None,Low,22,9,Tuesday,0,0,30,0,6.0,Faible
Ain El Aouda,33.8111,-6.7922,2026-09-23,33.3,17.3,0.0,0,17.4,32.4,1,High,None,Low,23,9,Wednesday,0,0,30,0,6.0,Faible
Ain El Aouda,33.8111,-6.7922,2026-09-24,32.2,17.5,0.0,0,14.7,30.6,1,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Errachidia,31.9319,-4.4244,2026-09-18,31.1,18.7,4.0,30,29.1,60.8,80,High,Low,Moderate,18,9,Friday,20,25,30,25,24.25,Faible
Errachidia,31.9319,-4.4244,2026-09-19,29.2,19.0,1.4,43,13.8,31.0,80,Normal,Low,Low,19,9,Saturday,20,0,0,50,14.5,Faible
Errachidia,31.9319,-4.4244,2026-09-20,29.6,18.7,0.0,15,10.3,22.0,3,Normal,None,Low,20,9,Sunday,0,0,0,0,0.0,Faible
Errachidia,31.9319,-4.4244,2026-09-21,31.3,19.4,0.3,24,9.6,21.6,3,High,Low,Low,21,9,Monday,20,0,30,25,16.75,Faible
Errachidia,31.9319,-4.4244,2026-09-22,29.4,19.9,0.0,17,10.3,22.3,3,Normal,None,Low,22,9,Tuesday,0,0,0,0,0.0,Faible
Errachidia,31.9319,-4.4244,2026-09-23,30.0,19.3,0.0,9,12.2,21.6,2,High,None,Low,23,9,Wednesday,0,0,0,0,0.0,Faible
Errachidia,31.9319,-4.4244,2026-09-24,31.2,19.4,0.0,10,13.3,24.5,2,High,None,Low,24,9,Thursday,0,0,30,0,6.0,Faible
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-18,34.0,16.4,0.0,0,14.0,26.3,3,High,None,Low,18,9,Friday,0,0,30,0,6.0,Faible
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-19,37.9,19.9,0.0,8,13.3,26.6,2,Very High,None,Low,19,9,Saturday,0,0,60,0,12.0,Faible
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-20,38.3,22.2,0.6,8,19.1,36.0,80,Very High,Low,Low,20,9,Sunday,20,0,60,0,19.0,Faible
